Serial No.,ID,Province,Province PCode,District,District PCode,Tehsil,Tehsil PCode,Health Facility Name,Health Facility Code,Health Facility Type
276,9666,Sindh,2,Shaheed Benazirabad,243,Sakrand,24303,GD Punhoon Khan Jamali,243077,GD
277,9665,Sindh,2,Shaheed Benazirabad,243,Dour,24302,BHU 68 Mori,243079,BHU
278,9664,Sindh,2,Shaheed Benazirabad,243,Dour,24302,GD Nawaz Dahri,243080,GD
279,9663,Sindh,2,Shaheed Benazirabad,243,Nawabshah,24301,BHU Timore ,243081,BHU
280,9662,Sindh,2,Shaheed Benazirabad,243,Kazi Ahmed,24304,BHU Qutbi,243083,BHU
281,9661,Sindh,2,Shaheed Benazirabad,243,Kazi Ahmed,24304,GD Jhonjhan,243084,GD
282,9660,Sindh,2,Shaheed Benazirabad,243,Kazi Ahmed,24304,GD Totti,243085,GD
283,9659,Sindh,2,Shaheed Benazirabad,243,Kazi Ahmed,24304,GD Allah Bux Kubar,243086,GD
284,9658,Sindh,2,Shaheed Benazirabad,243,Nawabshah,24301,GD Police Line Nawabshah,243088,GD
285,9657,Sindh,2,Shaheed Benazirabad,243,Kazi Ahmed,24304,GD Dino Machine,243089,GD
286,9656,Sindh,2,Shaheed Benazirabad,243,Dour,24302,GD Umer Sether,243090,GD
287,9655,Sindh,2,Shaheed Benazirabad,243,Dour,24302,GD Shahzado Dahri,243091,GD
288,9654,Sindh,2,Shaheed Benazirabad,243,Dour,24302,BHU Gupchani,243092,BHU
289,9653,Sindh,2,Shaheed Benazirabad,243,Kazi Ahmed,24304,MCH Bhai Khan Jamali,243093,MCH
290,9652,Sindh,2,Shaheed Benazirabad,243,Nawabshah,24301,MCH Noor Nawaz Zardari     ,243094,MCH
291,9651,Sindh,2,Shaheed Benazirabad,243,Dour,24302,GD Rasool Bux Zardari,243095,GD
292,9650,Sindh,2,Shaheed Benazirabad,243,Nawabshah,24301,GD Laique Zardari UC Chanaser I ,243101,GD
293,9649,Sindh,2,Shaheed Benazirabad,243,Nawabshah,24301,GD Line Par Nawabshah,243102,GD
294,9648,Sindh,2,Shaheed Benazirabad,243,Nawabshah,24301,GD Usman Lakho,243103,GD
295,9647,Sindh,2,Shaheed Benazirabad,243,Nawabshah,24301,GD Laiq Zardari Chanasar II,243104,GD
296,9646,Sindh,2,Shaheed Benazirabad,243,Nawabshah,24301,GD Ali Hassan Magsi ,243105,GD
297,9645,Sindh,2,Shaheed Benazirabad,243,Nawabshah,24301,GD Niazi Siyal,243106,GD
298,9644,Sindh,2,Shaheed Benazirabad,243,Dour,24302,RHC Yar Mohammad Jamali,243107,RHC
299,9643,Sindh,2,Shaheed Benazirabad,243,Dour,24302,GD Dost Mohammad Heesbani,243108,GD
300,9642,Sindh,2,Shaheed Benazirabad,243,Dour,24302,GD Abbass Keerio,243109,GD
301,9641,Sindh,2,Shaheed Benazirabad,243,Dour,24302,GD Khan Mohammad Gorchani,243110,GD
302,9640,Sindh,2,Shaheed Benazirabad,243,Dour,24302,MCH Mohammad Yaqoob,243111,MCH
303,9639,Sindh,2,Shaheed Benazirabad,243,Dour,24302,MCH Ali Jan Brohi,243112,MCH
304,9638,Sindh,2,Shaheed Benazirabad,243,Dour,24302,MCH Ghulam Hyder Shah,243113,MCH
305,9637,Sindh,2,Shaheed Benazirabad,243,Dour,24302,MCH Mohammad Shafi Gujar,243114,MCH
306,9636,Sindh,2,Shaheed Benazirabad,243,Dour,24302,MCH Ghulam Mohammad Jamali,243115,MCH
307,9635,Sindh,2,Shaheed Benazirabad,243,Dour,24302,GD Mundh Jamrao,243116,GD
308,9634,Sindh,2,Shaheed Benazirabad,243,Sakrand,24303,BHU Budhal Shah,243117,BHU
309,9633,Sindh,2,Shaheed Benazirabad,243,Sakrand,24303,BHU Modil Village,243118,BHU
310,9632,Sindh,2,Shaheed Benazirabad,243,Sakrand,24303,GD Shah Inayat,243119,GD
311,9631,Sindh,2,Shaheed Benazirabad,243,Sakrand,24303,GD Dang,243120,GD
312,9630,Sindh,2,Shaheed Benazirabad,243,Sakrand,24303,GD Lakhat,243121,GD
313,967,FATA,8,Bajaur Agency,1,Khar,801001,AHQ Khar,801001,AHQ
314,968,FATA,8,Bajaur Agency,1,Khar,801001,CHC Raghagan,801002,CHC
315,969,FATA,8,Bajaur Agency,1,Khar,801001,CHC Jar,801003,CHC
316,970,FATA,8,Bajaur Agency,1,Khar,801001,CHC Inayat Kalay,801004,CHC
317,971,FATA,8,Bajaur Agency,1,Khar,801001,CHC Loesam,801005,CHC
318,972,FATA,8,Bajaur Agency,1,Khar,801001,CHC Zorbandar,801006,CHC
319,973,FATA,8,Bajaur Agency,1,Utmankhel,801001,CHC Ghani Ada,801028,CHC
320,974,FATA,8,Bajaur Agency,1,Nawagai,801002,CH Nawagai,801007,CH
321,975,FATA,8,Bajaur Agency,1,Nawagai,801002,CHC Kotki Charmang,801008,CHC
322,976,FATA,8,Bajaur Agency,1,Nawagai,801002,CHC Sirkari Qilla,801009,CHC
323,977,FATA,8,Bajaur Agency,1,Nawagai,801002,CHC Hilal Khel,801010,CHC
324,978,FATA,8,Bajaur Agency,1,Nawagai,801002,CHC Halki Charmang,801011,CHC
325,979,FATA,8,Bajaur Agency,1,Mamoond,801003,CHC Lagharai,801012,CHC
326,980,FATA,8,Bajaur Agency,1,Mamoond,801003,CHC Ghakhai,801013,CHC
327,981,FATA,8,Bajaur Agency,1,Mamoond,801003,CHC Bilot,801014,CHC
328,982,FATA,8,Bajaur Agency,1,Mamoond,801003,CHC Maina,801015,CHC
329,983,FATA,8,Bajaur Agency,1,Mamoond,801003,CHC Malangai,801016,CHC
330,984,FATA,8,Bajaur Agency,1,Mamoond,801003,CHC Kharay Kamar,801017,CHC
331,985,FATA,8,Bajaur Agency,1,Mamoond,801003,CHC Kaga,801018,CHC
332,986,FATA,8,Bajaur Agency,1,Salarzai,801004,RHC Pashat,801019,RHC
333,987,FATA,8,Bajaur Agency,1,Salarzai,801004,CHC Dherakai,801020,CHC
334,988,FATA,8,Bajaur Agency,1,Salarzai,801004,CHC Kotki Larsadeen,801021,CHC
335,989,FATA,8,Bajaur Agency,1,Salarzai,801004,CHC Talay,801022,CHC
336,990,FATA,8,Bajaur Agency,1,Salarzai,801004,CHC Chinagai,801023,CHC
337,991,FATA,8,Bajaur Agency,1,Salarzai,801004,CHC Mandal,801024,CHC
338,992,FATA,8,Bajaur Agency,1,Salarzai,801004,CHC Barsadeen,801025,CHC
339,993,FATA,8,Bajaur Agency,1,Salarzai,801004,CHC Dabdaboo,801026,CHC
340,994,FATA,8,Bajaur Agency,1,Salarzai,801004,CHC Tarai,801027,CHC
341,995,FATA,8,Bajaur Agency,1,Utmankhel,801005,CHC Qazafi,801029,CHC
342,996,FATA,8,Bajaur Agency,1,Utmankhel,801005,CHC Kulala 1,801030,CHC
343,997,FATA,8,Bajaur Agency,1,Utmankhel,801005,CHC Gardai,801031,CHC
344,998,FATA,8,Bajaur Agency,1,Utmankhel,801005,CHC Kulala 2,801032,CHC
345,999,FATA,8,Bajaur Agency,1,Utmankhel,801005,CHC Arang,801033,CHC
346,1000,FATA,8,Bajaur Agency,1,Barang,801006,RHC Barang,801034,RHC
347,1001,FATA,8,Bajaur Agency,1,Barang,801006,CHC Gadamar,801035,CHC
348,1002,FATA,8,Bajaur Agency,1,Chamarkand,801007,CHC Chamarkand,801036,CHC
349,1003,FATA,8,Bajaur Agency,1,Mamoond,801003,CHC Dabar,801037,CHC
350,1004,Khyber Pakhtunkhwa,3,Kohistan ,23,Dassu,323001,Dassu,323043,RHC 
351,1005,Khyber Pakhtunkhwa,3,Kohistan ,23,Dassu,323001, Jalkot,323011,BHU 
352,1006,Khyber Pakhtunkhwa,3,Kohistan ,23,Dassu,323001,Goshali,323013,BHU 
353,1007,Khyber Pakhtunkhwa,3,Kohistan ,23,Dassu,323001,Dogah,323032,BHU 
354,1008,Khyber Pakhtunkhwa,3,Kohistan ,23,Dassu,323001,Seo,323019,BHU 
355,1009,Khyber Pakhtunkhwa,3,Kohistan ,23,Dassu,323001,Raziqa,323034,BHU 
356,1010,Khyber Pakhtunkhwa,3,Kohistan ,23,Dassu,323001,Shatyal,323005,RHC 
357,1011,Khyber Pakhtunkhwa,3,Kohistan ,23,Dassu,323001,Harban,323026,BHU 
358,1012,Khyber Pakhtunkhwa,3,Kohistan ,23,Pattan,323002,Pattan,323044,RHC 
359,1013,Khyber Pakhtunkhwa,3,Kohistan ,23,Pattan,323002,Banil,323006,BHU 
360,1014,Khyber Pakhtunkhwa,3,Kohistan ,23,Pattan,323002,Jijal,323012,BHU 
361,1015,Khyber Pakhtunkhwa,3,Kohistan ,23,Pattan,323002,Keyal,32014,BHU 
362,1016,Khyber Pakhtunkhwa,3,Kohistan ,23,Pattan,323002,Ranolia,323018,RHC 
363,1017,Khyber Pakhtunkhwa,3,Kohistan ,23,Palas,323003,Shalkhan abad,323337,BHU 
364,1018,Khyber Pakhtunkhwa,3,Kohistan ,23,Palas,323003,Sharakot,32004,BHU 
365,1019,Khyber Pakhtunkhwa,3,Kohistan ,23,Palas,323003,Kuz Paro,32015,BHU 
366,1020,Khyber Pakhtunkhwa,3,Kohistan ,23,Palas,323003,Kolai,323046,BHU 
367,1021,Khyber Pakhtunkhwa,3,Kohistan ,23,Palas,323003,Batira,323009,BHU 
368,1022,Khyber Pakhtunkhwa,3,Kohistan ,23,Palas,323003,Mehreen,323016,BHU 
369,1023,Khyber Pakhtunkhwa,3,Mansehra,24,Manshera,324001,Attershisha,324025,BHU
370,1024,Khyber Pakhtunkhwa,3,Mansehra,24,Manshera,324001,Jaba,324037,BHU
371,1025,Khyber Pakhtunkhwa,3,Mansehra,24,Manshera,324001,Behali,324026,BHU
372,1026,Khyber Pakhtunkhwa,3,Mansehra,24,Manshera,324001,Bherkund,324004,BHU
373,1027,Khyber Pakhtunkhwa,3,Mansehra,24,Manshera,324001,Khaki,324038,CD
374,12574,FATA,8,Khyber Agency,803,Landikotal,803001,AHQ Landikotal,803008,AHQ
375,1029,Khyber Pakhtunkhwa,3,Mansehra,24,Manshera,324001,Jalgali,324005,BHU
376,1030,Khyber Pakhtunkhwa,3,Mansehra,24,Manshera,324001,Battal,324006,CH
377,1031,Khyber Pakhtunkhwa,3,Mansehra,24,Manshera,324001,Baffa,324023,CH
378,1032,Khyber Pakhtunkhwa,3,Mansehra,24,Manshera,324001,Chatter Plain,324008,RHC
379,1033,Khyber Pakhtunkhwa,3,Mansehra,24,Manshera,324001,Datta,324009,BHU
380,12573,FATA,8,Khyber Agency,803,Landikotal,803001,CHC Brug,803007,CHC
381,1035,Khyber Pakhtunkhwa,3,Mansehra,24,Manshera,324001,Pano Dheri,324021,BHU
382,1036,Khyber Pakhtunkhwa,3,Mansehra,24,Manshera,324001,Hilkot,324012,BHU
383,1037,Khyber Pakhtunkhwa,3,Mansehra,24,Manshera,324001,Kotli Bala,324013,BHU
384,1038,Khyber Pakhtunkhwa,3,Mansehra,24,Manshera,324001,Ahl,324040,CD
385,1039,Khyber Pakhtunkhwa,3,Mansehra,24,Manshera,324001,Ichrian,324045,CD
386,1040,Khyber Pakhtunkhwa,3,Mansehra,24,Manshera,324001,Gandian,324014,BHU
387,1041,Khyber Pakhtunkhwa,3,Mansehra,24,Manshera,324001,Bao Bandi,324015,BHU
388,1042,Khyber Pakhtunkhwa,3,Mansehra,24,Manshera,324001,Jabbori,324016,CD
389,1043,Khyber Pakhtunkhwa,3,Mansehra,24,Manshera,324001,Banda Gesach,324047,CD
390,1044,Khyber Pakhtunkhwa,3,Mansehra,24,Manshera,324001,Jabbar Gali,324017,CD
391,1045,Khyber Pakhtunkhwa,3,Mansehra,24,Manshera,324001,Panjool,324041,CD
392,12572,Khyber Pakhtunkhwa,3,Mansehra,24,Manshera,324001,ARC Ichrian,32403,BHU
393,1047,Khyber Pakhtunkhwa,3,Mansehra,24,Manshera,324001,L.Nawab,324022,RHC
394,1048,Khyber Pakhtunkhwa,3,Mansehra,24,Manshera,324001,Mohar,324011,BHU
395,1049,Khyber Pakhtunkhwa,3,Mansehra,24,Manshera,324001,Chandor,324019,BHU
396,1050,Khyber Pakhtunkhwa,3,Mansehra,24,Manshera,324001,L.Thakral,324002,BHU
397,1051,Khyber Pakhtunkhwa,3,Mansehra,24,Manshera,324001,Mangloor,324046,CD
398,1052,Khyber Pakhtunkhwa,3,Mansehra,24,Manshera,324001,Khawari,324020,RHC
399,12571,Khyber Pakhtunkhwa,3,Mansehra,24,Manshera,324001,ARC Khaki,32402,BHU
400,1054,Khyber Pakhtunkhwa,3,Mansehra,24,Manshera,324001,City Dispenery,324043,CD
401,1055,Khyber Pakhtunkhwa,3,Mansehra,24,Manshera,324001,Mansehra,324073,MCH 
402,1056,Khyber Pakhtunkhwa,3,Mansehra,24,Manshera,324001,KATH,324024,DHQ
403,1057,Khyber Pakhtunkhwa,3,Mansehra,24,Manshera,324001,Chikriali,324071,CD
404,12570,Khyber Pakhtunkhwa,3,Mansehra,24,Manshera,324001,ARC Barari,32401,BHU
405,1059,Khyber Pakhtunkhwa,3,Mansehra,24,Manshera,324001,Phulra,324027,CH
406,1060,Khyber Pakhtunkhwa,3,Mansehra,24,Manshera,324001,Perhina,324028,BHU
407,1061,Khyber Pakhtunkhwa,3,Mansehra,24,Manshera,324001,Paran Khair abad,324029,BHU
408,1062,Khyber Pakhtunkhwa,3,Mansehra,24,Manshera,324001,Sanday Sar,324030,BHU
409,1063,Khyber Pakhtunkhwa,3,Mansehra,24,Manshera,324001,Shinkiari,324031,RHC
410,1064,Khyber Pakhtunkhwa,3,Mansehra,24,Manshera,324001,Chwoki,324032,RHC
411,1065,Khyber Pakhtunkhwa,3,Mansehra,24,Manshera,324001,Nwaz Abad,324007,CH
412,1066,Khyber Pakhtunkhwa,3,Mansehra,24,Manshera,324001,Sachan Kalan,324033,RHC
413,1067,Khyber Pakhtunkhwa,3,Mansehra,24,Manshera,324001,Dheryal,324034,BHU
414,1068,Khyber Pakhtunkhwa,3,Mansehra,24,Manshera,324001,Trappi,324035,BHU
415,1069,Khyber Pakhtunkhwa,3,Mansehra,24,Manshera,324001,Sawan Mera,324052,CD
416,1070,Khyber Pakhtunkhwa,3,Mansehra,24,Manshera,324001,Trangri Sabir Shah,324036,BHU
417,1071,Khyber Pakhtunkhwa,3,Mansehra,24,Manshera,324001,Tanda,324039,CD
418,1072,Khyber Pakhtunkhwa,3,Mansehra,24,Oghi,324003,Bailian,324110,BHU
419,1073,Khyber Pakhtunkhwa,3,Mansehra,24,Oghi,324003,Dilbori,324111,BHU
420,1074,Khyber Pakhtunkhwa,3,Mansehra,24,Oghi,324003,Darband,324112,CH
421,1075,Khyber Pakhtunkhwa,3,Mansehra,24,Oghi,324003,Shanaya,324139,CD
422,1076,Khyber Pakhtunkhwa,3,Mansehra,24,Oghi,324003,Karori,324114,BHU
423,1077,Khyber Pakhtunkhwa,3,Mansehra,24,Oghi,324003,Numbel,324124,BHU
424,1078,Khyber Pakhtunkhwa,3,Mansehra,24,Oghi,324003,Bandi Prow,324125,BHU
425,1079,Khyber Pakhtunkhwa,3,Mansehra,24,Oghi,324003,Kathai,324115,BHU
426,1080,Khyber Pakhtunkhwa,3,Mansehra,24,Oghi,324003,Khabbal,324122,BHU
427,1081,Khyber Pakhtunkhwa,3,Mansehra,24,Oghi,324003,Chakkal,324116,BHU
428,1082,Khyber Pakhtunkhwa,3,Mansehra,24,Oghi,324003,Nika Pani,324128,CD
429,1083,Khyber Pakhtunkhwa,3,Mansehra,24,Oghi,324003,Oghi,324117,CH
430,1084,Khyber Pakhtunkhwa,3,Mansehra,24,Oghi,324003,Oghi,324127,RHC
431,1085,Khyber Pakhtunkhwa,3,Mansehra,24,Oghi,324003,Arbora,324121,BHU
432,1086,Khyber Pakhtunkhwa,3,Mansehra,24,Oghi,324003,Sher Garh,324118,BHU
433,1087,Khyber Pakhtunkhwa,3,Mansehra,24,Oghi,324003,Gali Badral,324123,BHU
434,1088,Khyber Pakhtunkhwa,3,Mansehra,24,Oghi,324003,Hawa Gali,324126,BHU
435,1089,Khyber Pakhtunkhwa,3,Mansehra,24,Oghi,324003,Shungli Bandi,324120,BHU
436,1090,Khyber Pakhtunkhwa,3,Mansehra,24,Balakot,324080,Balakot,324105,THQ
437,1091,Khyber Pakhtunkhwa,3,Mansehra,24,Balakot,324080,Shohal Najaf Khan,324094,BHU
438,1092,Khyber Pakhtunkhwa,3,Mansehra,24,Balakot,324080,Ghanool,324081,CD
439,1093,Khyber Pakhtunkhwa,3,Mansehra,24,Balakot,324080,Khola,324092,BHU
440,1094,Khyber Pakhtunkhwa,3,Mansehra,24,Balakot,324080,Sangar,324095,BHU
441,1095,Khyber Pakhtunkhwa,3,Mansehra,24,Balakot,324080,Garhi Habibullah,324082,CH
442,1096,Khyber Pakhtunkhwa,3,Mansehra,24,Balakot,324080,Kanshian,324083,CD
443,1097,Khyber Pakhtunkhwa,3,Mansehra,24,Balakot,324080,Josacha,324102,CD
444,1098,Khyber Pakhtunkhwa,3,Mansehra,24,Balakot,324080,Hungrai,324084,BHU
445,1099,Khyber Pakhtunkhwa,3,Mansehra,24,Balakot,324080,Jared,324085,BHU
446,1100,Khyber Pakhtunkhwa,3,Mansehra,24,Balakot,324080,Mohandri,324093,BHU
447,1101,Khyber Pakhtunkhwa,3,Mansehra,24,Balakot,324080,Kawai,324086,RHC
448,1102,Khyber Pakhtunkhwa,3,Mansehra,24,Balakot,324080,Boonja,324096,BHU
449,1103,Khyber Pakhtunkhwa,3,Mansehra,24,Balakot,324080,Paras,324097,BHU
450,1104,Khyber Pakhtunkhwa,3,Mansehra,24,Balakot,324080,Kaghan,324087,CH
451,1105,Khyber Pakhtunkhwa,3,Mansehra,24,Balakot,324080,Rajwal,324098,BHU
452,1106,Khyber Pakhtunkhwa,3,Mansehra,24,Balakot,324080,Naran,324099,BHU
453,1107,Khyber Pakhtunkhwa,3,Mansehra,24,Balakot,324080,Dogah,324088,BHU
454,1108,Khyber Pakhtunkhwa,3,Mansehra,24,Balakot,324080,Jabri Kaleesh,324089,BHU
455,1109,Khyber Pakhtunkhwa,3,Mansehra,24,Balakot,324080,Kot Gali,324090,BHU
456,1110,Khyber Pakhtunkhwa,3,Mansehra,24,Balakot,324080,Talhata,324091,BHU
457,1111,Khyber Pakhtunkhwa,3,Shangla,34,Alpurai,348001,DHQ Alpurai,348001,DHQ
458,1112,Khyber Pakhtunkhwa,3,Shangla,34,Alpurai,348001,BHU Shalizara,348002,BHU
459,1113,Khyber Pakhtunkhwa,3,Shangla,34,Alpurai,348001,CD Lilonai,348003,CD
460,1114,Khyber Pakhtunkhwa,3,Shangla,34,Alpurai,348001,CD Kotkay,348004,CD
461,1115,Khyber Pakhtunkhwa,3,Shangla,34,Alpurai,348001,CD Mian Kelay,348005,CD
462,1116,Khyber Pakhtunkhwa,3,Shangla,34,Alpurai,348001,BHUAmnavi,348006,BHU
463,1117,Khyber Pakhtunkhwa,3,Shangla,34,Alpurai,348001,BHU Opal,348007,BHU
464,1118,Khyber Pakhtunkhwa,3,Shangla,34,Alpurai,348001,BHU Chicloo,348008,BHU
465,1119,Khyber Pakhtunkhwa,3,Shangla,34,Alpurai,348001,BHU Kuzkana,348009,BHU
466,1120,Khyber Pakhtunkhwa,3,Shangla,34,Alpurai,348001,CD Shahpur,348010,CD
467,1121,Khyber Pakhtunkhwa,3,Shangla,34,Alpurai,348001,CD Ganshal,348020,CD
468,1122,Khyber Pakhtunkhwa,3,Shangla,34,Alpurai,348001,Bhu Olander,348025,BHU
469,1123,Khyber Pakhtunkhwa,3,Shangla,34,Alpurai,348001,BHU Damorai,348027,BHU
470,1124,Khyber Pakhtunkhwa,3,Shangla,34,Alpurai,348001,RHC Karora,348032,RHC
471,1125,Khyber Pakhtunkhwa,3,Shangla,34,Besham,348002,CD Shang,348011,CD
472,1126,Khyber Pakhtunkhwa,3,Shangla,34,Besham,348002,CD Kurmang,348020,CD
473,1127,Khyber Pakhtunkhwa,3,Shangla,34,Besham,348002,THQ Besham,348024,THQ
474,1128,Khyber Pakhtunkhwa,3,Shangla,34,Besham,348002,BHU Maira,348028,CD
475,1129,Khyber Pakhtunkhwa,3,Shangla,34,Chakisar,348003,CH Chakisar,348017,CH
476,1130,Khyber Pakhtunkhwa,3,Shangla,34,Chakisar,348003,BHU Katkoor,348023,BHU
477,1131,Khyber Pakhtunkhwa,3,Shangla,34,Chakisar,348003,BHU Guangar,348026,BHU
478,1132,Khyber Pakhtunkhwa,3,Shangla,34,Puran,348004,CD Shikolay,348012,CD
479,1133,Khyber Pakhtunkhwa,3,Shangla,34,Puran,348004,CD Brabroo,348013,CD
480,1134,Khyber Pakhtunkhwa,3,Shangla,34,Puran,348004,CD Kuzpao,348014,CD
481,1135,Khyber Pakhtunkhwa,3,Shangla,34,Puran,348004,CD Pishloor,348015,CD
482,1136,Khyber Pakhtunkhwa,3,Shangla,34,Puran,348004,CD Ragishum,348016,CD
483,1137,Khyber Pakhtunkhwa,3,Shangla,34,Puran,348004,Shaheed Pir M.Khan Hospital,348018,THQ
484,1138,Khyber Pakhtunkhwa,3,Shangla,34,Puran,348004,BHU Towa Dherai,348021,BHU
485,1139,Khyber Pakhtunkhwa,3,Shangla,34,Puran,348004,BHU Chowga,348022,BHU
486,1140,Khyber Pakhtunkhwa,3,Shangla,34,Martung,348005,BHU martung,348029,BHU
487,1141,Khyber Pakhtunkhwa,3,Shangla,34,Martung,348005,BHU Kabal Gram,348030,BHU
488,1142,Khyber Pakhtunkhwa,3,Shangla,34,Martung,348005,BHU Titwalan,348031,BHU
489,1143,Balochistan,4,Loralai,463,Mekhtar,46301,BARAD KACH,463012,BHU
490,1144,Balochistan,4,Loralai,463,Bori,46301,CHINJAN,463159,CD
491,1145,Balochistan,4,Loralai,463,Mekhtar,46301,DURGAI SHIPALO,463046,BHU
492,1146,Balochistan,4,Loralai,463,Bori,46301,KACH AMAKZAI,463009,BHU
493,1147,Balochistan,4,Loralai,463,Bori,46301,KASSAI,463160,BHU
494,1148,Balochistan,4,Loralai,463,Bori,46301,KATVI NASARABAD,463124,BHU
495,1149,Balochistan,4,Loralai,463,Bori,46301,KILLI MAHOL,463157,BHU
496,1150,Balochistan,4,Loralai,463,Bori,46301,NASARABAD,463102,BHU
497,1151,Balochistan,4,Loralai,463,Bori,46301,PONGA,463015,BHU
498,1152,Balochistan,4,Loralai,463,Bori,46301,SARMALAK,463158,BHU
499,1153,Balochistan,4,Loralai,463,Mekhtar,46301,SHABAN DODA,463156,BHU
500,1154,Balochistan,4,Loralai,463,Mekhtar,46301,TOOR THANA,463010,BHU
501,1155,Balochistan,4,Loralai,463,DUKI,46302,BAHADUR KHAN,463161,BHU
502,1156,Balochistan,4,Loralai,463,DUKI,46302,BANI KOT ZAKI,463017,BHU
503,1157,Balochistan,4,Loralai,463,DUKI,46302,BUGAT,463023,BHU
504,1158,Balochistan,4,Loralai,463,DUKI,46302,DADMAH,463153,BHU
505,1159,Balochistan,4,Loralai,463,DUKI,46302,EISA ZAI,463021,BHU
506,1160,Balochistan,4,Loralai,463,DUKI,46302,JANGLE SARDAR LUNI,463025,BHU
507,1161,Balochistan,4,Loralai,463,DUKI,46302,K.HAIDER KHAN LUNI,463084,BHU
508,1162,Balochistan,4,Loralai,463,DUKI,46302,Fateh Mohammad Talao,463020,BHU
509,1163,Balochistan,4,Loralai,463,DUKI,46302,KILLI MUSA JAN,463109,BHU
510,1164,Balochistan,4,Loralai,463,DUKI,46302,MARJAN ZAI,463011,BHU
511,1165,Balochistan,4,Loralai,463,DUKI,46302,MULA SHAHOO,463006,BHU
512,1166,Balochistan,4,Loralai,463,DUKI,46302,NASAR ABAD (DUKI),463024,BHU
513,1167,Balochistan,4,Loralai,463,DUKI,46302,NIMKI ALLAHABAD,463030,BHU
514,1168,Balochistan,4,Loralai,463,DUKI,46302,SADOO CHENA K/BAHADUR KHAN,463019,BHU
515,1169,Balochistan,4,Loralai,463,DUKI,46302,TAJAN,463162,BHU
516,1170,Balochistan,4,Loralai,463,DUKI,46302,WAHVI,463016,BHU
517,4986,Balochistan,4,DERA BUGTI,451,PHELLAWAGH,4510002,BHU KILLI HAJI SERMORE,451009,
518,1172,Balochistan,4,Loralai,463,Mekhtar,46301,ADAG,463051,CD
519,1173,Balochistan,4,Loralai,463,Mekhtar,46301,AMIR MOHAMMAD CHAMAZAI,463155,CD
520,1174,Balochistan,4,Loralai,463,Bori,46301,BAHRWAL,463087,CD
521,1175,Balochistan,4,Loralai,463,Bori,46301,BARNEEMA JANAN,463018,CD
522,1176,Balochistan,4,Loralai,463,Bori,46301,BARNEEMA MALIK SAFFAR,463081,CD
523,1177,Balochistan,4,Loralai,463,Bori,46301,BORI VIALA,463050,CD
524,12653,Sindh,2,Dadu,212,Mehar,21205,QADIR BUX RIND,212054,Dispensary
525,1179,Balochistan,4,Loralai,463,Bori,46301,DARGI WATH,463108,CD
526,1180,Balochistan,4,Loralai,463,Bori,46301,DURGAI SARGERA,463035,CD
527,1181,Balochistan,4,Loralai,463,Bori,46301,JAIL LORALAI,463048,CD
528,1182,Balochistan,4,Loralai,463,Mekhtar,46301,KURM BARAD,463052,CD
529,1183,Balochistan,4,Loralai,463,Mekhtar,46301,MAHIWAL,463044,CD
530,1184,Balochistan,4,Loralai,463,Bori,46301,MEKHTER WAL,463103,CD
531,1185,Balochistan,4,Loralai,463,Bori,46301,MERA TANGI,463040,CD
532,1186,Balochistan,4,Loralai,463,Bori,46301,REHMAN KACH (SHABBO ZAI),463013,CD
533,1187,Balochistan,4,Loralai,463,Bori,46301,SAGHARI,463053,CD
534,1188,Balochistan,4,Loralai,463,Bori,46301,SHABOOZAI (MALIK RAHIM),463107,CD
535,1189,Balochistan,4,Loralai,463,Bori,46301,SUR GHUND,463049,CD
536,1190,Balochistan,4,Loralai,463,Bori,46301,WEHAR,463032,CD
537,1191,Balochistan,4,Loralai,463,Mekhtar,46301,ZARA NALA,463045,CD
538,1192,Balochistan,4,Loralai,463,Mekhtar,46301,ZARHA NALA BAGIZAI,463104,CD
539,1193,Balochistan,4,Loralai,463,DUKI,46302,ASLAM BANHAR,463092,CD
540,1194,Balochistan,4,Loralai,463,DUKI,46302,BANHAR,463037,CD
541,1195,Balochistan,4,Loralai,463,DUKI,46302,BANI KOT (KILLI JAMAL),463154,CD
542,1196,Balochistan,4,Loralai,463,DUKI,46302,CHUTIALY SHRIF,463038,CD
543,1197,Balochistan,4,Loralai,463,DUKI,46302,GAZ NOORULLAH,463042,CD
544,1198,Balochistan,4,Loralai,463,DUKI,46302,HAZAR SHEAR,463039,CD
545,1199,Balochistan,4,Loralai,463,DUKI,46302,HOSRHI,463034,CD
546,1200,Balochistan,4,Loralai,463,DUKI,46302,HYDER KHAN (SANGHORI),463152,CD
547,1201,Balochistan,4,Loralai,463,DUKI,46302,JANAN LUNI,463091,CD
548,1202,Balochistan,4,Loralai,463,DUKI,46302,JANGAL A.RAZAQ,463090,CD
549,1203,Balochistan,4,Loralai,463,DUKI,46302,KHALA SHEAR,463041,CD
550,1204,Balochistan,4,Loralai,463,DUKI,46302,KILLI SHAH WALI,463101,CD
551,1205,Balochistan,4,Loralai,463,DUKI,46302,KOOCHI NANASHIB,463096,CD
552,1206,Balochistan,4,Loralai,463,DUKI,46302,KURSHID DIWANA,463057,CD
553,1207,Balochistan,4,Loralai,463,DUKI,46302,LANDI MIR KHAN,463047,CD
554,1208,Balochistan,4,Loralai,463,DUKI,46302,MAHROOF ZAI,463125,CD
555,1209,Balochistan,4,Loralai,463,DUKI,46302,MANZAI,463031,CD
556,1210,Balochistan,4,Loralai,463,DUKI,46302,MANZAKI,463093,CD
