Serial No.,ID,Province,Province PCode,District,District PCode,Tehsil,Tehsil PCode,Health Facility Name,Health Facility Code,Health Facility Type
4375,8389,Gilgit Baltistan,6,Diamer,20,Chilas,0,CD Gonerform,602029,CD
4376,12581,FATA,8,Khyber Agency,803,Jamrud,803002,CD Jabba,803014,CD
4377,8392,Gilgit Baltistan,6,Diamer,20,Chilas,0,FAP Botogah,602020,FAP
4378,8393,Gilgit Baltistan,6,Diamer,20,Darrel-Tangir,0,FAP Gayal,602027,FAP
4379,12585,FATA,8,Khyber Agency,803,Jamrud,803002,BHU Kambila,803030,BHU
4380,12586,FATA,8,Khyber Agency,803,Jamrud,803002,CH Jamrud,803011,CH
4381,12587,FATA,8,Khyber Agency,803,Jamrud,803002,CH Lowara Mina,803012,CH
4382,12588,FATA,8,Khyber Agency,803,Jamrud,803002,CD Chappari,803015,CD
4383,8399,Gilgit Baltistan,6,Diamer,20,Chilas,0,DHQ Hospital Chilas,602045,DHQ
4384,8400,Gilgit Baltistan,6,Diamer,20,Darrel-Tangir,0,CH Darrel,602043,CH
4385,8401,Gilgit Baltistan,6,Diamer,20,Darrel-Tangir,0,CH Tangir,602044,CH
4386,8402,Gilgit Baltistan,6,Diamer,20,Chilas,0,BHU Thore,602004,BHU
4387,8403,Gilgit Baltistan,6,Diamer,20,Darrel-Tangir,0,BHU Dabaz,602050,BHU
4388,8404,Gilgit Baltistan,6,Diamer,20,Darrel-Tangir,0,BHU Khanbary,602002,BHU
4389,8405,Gilgit Baltistan,6,Diamer,20,Darrel-Tangir,0,CD Goharabad,602009,CD
4390,12584,FATA,8,Khyber Agency,803,Jamrud,803002,BHU Ali Masjid,803029,BHU
4391,8407,Gilgit Baltistan,6,Diamer,20,Chilas,0,CD Jal,602011,CD
4392,8408,Gilgit Baltistan,6,Diamer,20,Darrel-Tangir,0,CD Phurully,602014,CD
4393,12582,FATA,8,Khyber Agency,803,Jamrud,803002,CD Pindi Lalma,803018,CD
4394,12583,FATA,8,Khyber Agency,803,Jamrud,803002,BHU Mia Morcha,803022,BHU
4395,8411,Gilgit Baltistan,6,Diamer,20,Chilas,0,FAP Hudur,602031,FAP
4396,8412,Gilgit Baltistan,6,Diamer,20,Chilas,0,FAP Khiner,602032,FAP
4397,8413,Gilgit Baltistan,6,Diamer,20,Chilas,0,FAP Konkoy Niat,602066,FAP
4398,8414,Gilgit Baltistan,6,Diamer,20,Darrel-Tangir,0,FAP Diamer Tangir,602076,FAP
4399,8415,Gilgit Baltistan,6,Diamer,20,Chilas,0,FAP Loshi,602070,FAP
4400,12630,Khyber Pakhtunkhwa,3,Buner,42,Gagra,4203,RHC Dewanbaba,342018,RHC 
4401,8452,Punjab,1,Mianwali,830,Mianwali,2, CHIDRU,183014,BHU 
4402,8453,Punjab,1,Mianwali,830,Mianwali,2, ABBA KHEL,183007,BHU 
4403,8454,Punjab,1,Mianwali,830,Mianwali,2, LALU KHEL,183023,BHU 
4404,8456,Punjab,1,Mianwali,830,Mianwali,2,CHAK NO 27DB,183114,BHU 
4405,8457,Punjab,1,Mianwali,830,Mianwali,2, MUZAFFARPUR,183026,BHU 
4406,8458,Punjab,1,Mianwali,830,Mianwali,2, SHADIA,183032,BHU 
4407,12638,Khyber Pakhtunkhwa,3,Buner,42,Chagharzai ,4204,BHU Topai,342009,BHU 
4408,12614,Khyber Pakhtunkhwa,3,Buner,42,Dagar,4201,DHQ Hospital Daggar,342030,DHQ 
4409,12615,Khyber Pakhtunkhwa,3,Buner,42,Dagar,4201,CH Pachakalay,342031,CH 
4410,8462,Punjab,1,Mianwali,830,Piplan,99,DOAABA,183018,BHU 
4411,8463,Punjab,1,Mianwali,830,Piplan,99, NASEER WALA,183027,BHU 
4412,8465,Punjab,1,Mianwali,830,Piplan,99,KUNDIAN RURAL,183022,BHU 
4413,8466,Punjab,1,Mianwali,830,Piplan,99,SANDAN WALA,183031,BHU 
4414,8468,Punjab,1,Mianwali,830,Piplan,99,BALA,183009,BHU 
4415,12631,Khyber Pakhtunkhwa,3,Buner,42,Gagra,4203,BHU Gagra,342019,BHU 
4416,8470,Punjab,1,Mianwali,830,Piplan,99, HAFIZWALA,183067,RHC 
4417,8471,Punjab,1,Mianwali,830,Piplan,99, TIBA GAMA SHAH,183034,BHU 
4418,11122,Sindh,2,Khairpur,241,Kingri,24104,BHU Kot Mir Mohammad,241073,BHU
4419,11121,Sindh,2,Khairpur,241,Faiz Gunj,24101,BHU Ghulam Nabi Rajpur,241072,BHU
4420,11120,Sindh,2,Khairpur,241,Kotdiji,24105,GD Khair Muhammad Pato    ,241071,GD
4421,11119,Sindh,2,Khairpur,241,Kingri,24104,BHU Kolab Jeal,241070,BHU
4422,11118,Sindh,2,Khairpur,241,Kingri,24104,GD Ali Hyder Jalbani,241069,GD
4423,11117,Sindh,2,Khairpur,241,Kingri,24104,GD Jadal Khan,241068,GD
4424,11116,Sindh,2,Khairpur,241,Faiz Gunj,24101,BHU Basiro,241067,BHU
4425,11115,Sindh,2,Khairpur,241,Faiz Gunj,24101,BHU Zafarabad,241066,BHU
4426,11114,Sindh,2,Khairpur,241,Gambat,24102,BHU Khuhra,241065,BHU
4427,11113,Sindh,2,Khairpur,241,Gambat,24102,MCH Khuhra,241064,MCH
4428,11112,Sindh,2,Khairpur,241,Nara,24107,GD Parharo,241063,GD
4429,11111,Sindh,2,Khairpur,241,Nara,24107,BHU Pir Bux Gaho,241062,BHU
4430,11110,Sindh,2,Khairpur,241,Gambat,24102,BHU Kharalabad,241061,BHU
4431,11109,Sindh,2,Khairpur,241,Khairpur,24103,GD Khanpur,241060,GD
4432,11108,Sindh,2,Khairpur,241,Khairpur,24103,BHU Tando Nazar Ali,241059,BHU
4433,11107,Sindh,2,Khairpur,241,Khairpur,24103,BHU Bago Maitlo,241058,BHU
4434,11106,Sindh,2,Khairpur,241,Khairpur,24103,GD Allah Bux Katohar,241057,GD
4435,11105,Sindh,2,Khairpur,241,Khairpur,24103,GD Faizabad,241056,GD
4436,11104,Sindh,2,Khairpur,241,Khairpur,24103,GD Gabar Maitlo,241055,GD
4437,11103,Sindh,2,Khairpur,241,Khairpur,24103,GD Siming,241054,GD
4438,11102,Sindh,2,Khairpur,241,Khairpur,24103,BHU Gagri,241053,BHU
4439,11101,Sindh,2,Khairpur,241,Khairpur,24103,GD Razi Goth,241052,GD
4440,11100,Sindh,2,Khairpur,241,Khairpur,24103,GD Autari,241051,GD
4441,11099,Sindh,2,Khairpur,241,Khairpur,24103,GD Shah Ladhani,241050,GD
4442,11098,Sindh,2,Khairpur,241,Faiz Gunj,24101,GD Sutyaro,241049,GD
4443,11097,Sindh,2,Khairpur,241,Faiz Gunj,24101,GD Khair Muhammad Lashari,241048,GD
4444,11096,Sindh,2,Khairpur,241,Faiz Gunj,24101,GD Karoundi,241047,GD
4445,11095,Sindh,2,Khairpur,241,Kingri,24104,GD Kandhar,241046,GD
4446,11094,Sindh,2,Khairpur,241,Gambat,24102,BHU Saidi lower,241045,BHU
4447,11093,Sindh,2,Khairpur,241,Gambat,24102,BHU Kamal Dero,241044,BHU
4448,11092,Sindh,2,Khairpur,241,Thari mir wah,24106,BHU Kabir Khan Siyal,241043,BHU
4449,11091,Sindh,2,Khairpur,241,Kotdiji,24105,BHU Jiskani,241042,BHU
4450,11090,Sindh,2,Khairpur,241,Kotdiji,24105,BHU Nawab wasan ,241041,BHU
4451,11089,Sindh,2,Khairpur,241,Gambat,24102,BHU Jado Wahan,241040,BHU
4452,11088,Sindh,2,Khairpur,241,Sobho dero,24108,RHC Hingorja,241039,RHC
4453,11087,Sindh,2,Khairpur,241,Kingri,24104,BHU Hadal Shah,241038,BHU
4454,11086,Sindh,2,Khairpur,241,Gambat,24102,GD Fakir Muhammad Lakho,241037,GD
4455,11085,Sindh,2,Khairpur,241,Gambat,24102,GIMS,241036,Teaching Hospital
4456,11084,Sindh,2,Khairpur,241,Gambat,24102,BHU Larhi,241035,BHU
4457,11083,Sindh,2,Khairpur,241,Gambat,24102,GD Ghulam Jaffar,241034,GD
4458,11082,Sindh,2,Khairpur,241,Gambat,24102,GD Arab Phull,241033,GD
4459,11081,Sindh,2,Khairpur,241,Gambat,24102,GD Sarohiabad,241032,GD
4460,11080,Sindh,2,Khairpur,241,Sobho dero,24108,BHU Gadeji,241031,BHU
4461,11079,Sindh,2,Khairpur,241,Kotdiji,24105,BHU Karam Ali Lashari,241030,BHU
4462,11078,Sindh,2,Khairpur,241,Kotdiji,24108,BHU Tando Karam Ali Khan,241029,BHU
4463,11077,Sindh,2,Khairpur,241,Kotdiji,24105,BHU Murad Gopang,241028,BHU
4464,11076,Sindh,2,Khairpur,241,Kotdiji,24105,GD Fatehpur ,241027,GD
4465,11075,Sindh,2,Khairpur,241,Kotdiji,24105,BHU Imam Bux Palh,241026,BHU
4466,11074,Sindh,2,Khairpur,241,Kotdiji,24105,BHU Fakirabad,241025,BHU
4467,11073,Sindh,2,Khairpur,241,Faiz Gunj,24101,BHU Niaz Abad,241024,BHU
4468,11072,Sindh,2,Khairpur,241,Faiz Gunj,24101,BHU M. Ramzan Mullo,241023,BHU
4469,11071,Sindh,2,Khairpur,241,Kingri,24104,BHU Drib Mehar Ali Shah,241022,BHU
4470,11070,Sindh,2,Khairpur,241,Kotdiji,24105,BHU Mithri,241021,BHU
4471,11069,Sindh,2,Khairpur,241,Nara,24107,BHU Bachal Bhambhro,241020,BHU
4472,11068,Sindh,2,Khairpur,241,Nara,24107,BHU Bachal Bambharo,241019,BHU
4473,11067,Sindh,2,Khairpur,241,Nara,24107,MCH Chondiko,241018,MCH
4474,11066,Sindh,2,Khairpur,241,Nara,24107,RHC Chondiko,241017,RHC
4475,11065,Sindh,2,Khairpur,241,Nara,24107,RHC Naragate,241016,RHC
4476,11064,Sindh,2,Khairpur,241,Sobho dero,24108,BHU  Rukrani,241015,BHU
4477,11063,Sindh,2,Khairpur,241,Faiz Gunj,24101,BHU Bhangu Behan,241014,BHU
4478,11062,Sindh,2,Khairpur,241,Gambat,24102,BHU Belharo,241013,BHU
4479,11061,Sindh,2,Khairpur,241,Kotdiji,24105,BHU Amir Ali shah,241012,BHU
4480,11060,Sindh,2,Khairpur,241,Khairpur,24103,BHU Babarloi,241011,BHU
4481,11059,Sindh,2,Khairpur,241,Khairpur,24103,BHU Uberhi,241010,BHU
4482,11058,Sindh,2,Khairpur,241,Faiz Gunj,24101,BHU Arraro,241009,BHU
4483,11057,Sindh,2,Khairpur,241,Faiz Gunj,24101,BHU Khush Khair Mohammad,241008,BHU
4484,11056,Sindh,2,Khairpur,241,Faiz Gunj,24101,BHU Akri,241007,BHU
4485,11055,Sindh,2,Khairpur,241,Faiz Gunj,24101,GD Pir Bux Loothi,241006,GD
4486,11054,Sindh,2,Khairpur,241,Kingri,24104,BHU Ahmedpur,241005,BHU
4487,11053,Sindh,2,Khairpur,241,Kingri,24104,Mat: Home Ahmedpur,241004,MH
4488,11052,Sindh,2,Khairpur,241,Kingri,24104,BHU Mahesar Wada,241003,BHU
4489,11051,Sindh,2,Khairpur,241,Gambat,24102,RHC Agra,241002,RHC
4490,11050,Sindh,2,Khairpur,241,Gambat,24102,BHU Razi Dero,241001,BHU
4491,11049,Sindh,2,N-Feroze,242,N-Feroze,24204,Unani Shifa Khana Masr G wah,242108,USK
4492,11048,Sindh,2,N-Feroze,242,N-Feroze,24204,GD Rahmatullah rajper,242107,GD
4493,11047,Sindh,2,N-Feroze,242,Bhiria,24201,GD Koro Memon,242106,GD
4494,11046,Sindh,2,N-Feroze,242,Bhiria,24201,GD Lutifullah Panhwar,242105,GD
4495,11045,Sindh,2,N-Feroze,242,Bhiria,24201,BHU Saeed Khan Lakho,242104,GD
4496,11044,Sindh,2,N-Feroze,242,Bhiria,24201,Tharushah,242103,RHC
4497,11043,Sindh,2,N-Feroze,242,Moro,24203,RHC Sonahri Farm,242102,RHC
4498,11042,Sindh,2,N-Feroze,242,N-Feroze,24204,RHC Padidan,242101,RHC
4499,11041,Sindh,2,N-Feroze,242,N-Feroze,24204,DHQ N-Feroze,242100,DHQ
4500,11040,Sindh,2,N-Feroze,242,Moro,24203,RHC New Jatoi,242099,RHC
4501,11039,Sindh,2,N-Feroze,242,Moro,24203,THQ Moro,242098,THQ
4502,11038,Sindh,2,N-Feroze,242,N-Feroze,24204,RHC Mithiani,242097,RHC
4503,11037,Sindh,2,N-Feroze,242,Mehrabpur,24205,RHC Mehrabpur,242096,RHC
4504,11036,Sindh,2,N-Feroze,242,Bhiria,24201,RHC Machur,242095,RHC
4505,11035,Sindh,2,N-Feroze,242,Kandiaro,24202,THQ Kandiaro,242094,THQ
4506,11034,Sindh,2,N-Feroze,242,Kandiaro,24202,RHC Kamal Dero,242093,RHC
4507,11033,Sindh,2,N-Feroze,242,Mehrabpur,24205,RHC Halani,242092,RHC
4508,11032,Sindh,2,N-Feroze,242,N-Feroze,24204,RHC Darya Khan Maree,242091,RHC
4509,11031,Sindh,2,N-Feroze,242,Kandiaro,24202,RHC Darbelo,242090,RHC
4510,11030,Sindh,2,N-Feroze,242,Bhiria,24201,RHC Bhiria,242089,RHC
4511,11029,Sindh,2,N-Feroze,242,Moro,24203,GD Shaheed Jurial Shah Malkani,242088,GD
4512,11028,Sindh,2,N-Feroze,242,N-Feroze,24204,GD Shadi Khan Khokhar,242087,GD
4513,11027,Sindh,2,N-Feroze,242,Mehrabpur,24205,GD Lat Meer Mohammad Balouch,242086,GD
4514,11026,Sindh,2,N-Feroze,242,Bhiria,24201,GD Khuda Bux Siyal,242085,GD
4515,11025,Sindh,2,N-Feroze,242,Moro,24203,GD Khameso Khan Dahiri,242084,GD
4516,11024,Sindh,2,N-Feroze,242,N-Feroze,24204,GD Essa Khan Maree,242083,GD
4517,11023,Sindh,2,N-Feroze,242,Moro,24203,GD Chodri Shah Mohammad ,242082,GD
4518,11022,Sindh,2,N-Feroze,242,Moro,24203,GD Chibhar Mahar,242081,GD
4519,11021,Sindh,2,N-Feroze,242,Moro,24203,GD Bangal Khan Burdi,242080,GD
4520,11020,Sindh,2,N-Feroze,242,Mehrabpur,24205,GD DCD - Rahim Dino Solangi,242079,GD
4521,11019,Sindh,2,N-Feroze,242,Mehrabpur,24205,GD Qasim Abad,242078,GD
4522,11018,Sindh,2,N-Feroze,242,Mehrabpur,24205,GD New Town,242077,GD
4523,11017,Sindh,2,N-Feroze,242,Kandiaro,24202,GD Mureed Solangi,242076,GD
4524,11016,Sindh,2,N-Feroze,242,Kandiaro,24202,GD Koro Ujjan,242075,GD
4525,11015,Sindh,2,N-Feroze,242,Kandiaro,24202,GD Koro Khan Khushk,242074,GD
4526,11014,Sindh,2,N-Feroze,242,Kandiaro,24202,GD Hamaoo,242073,GD
4527,11013,Sindh,2,N-Feroze,242,Bhiria,24201,GD Yakoob Tuniya,242072,GD
4528,11012,Sindh,2,N-Feroze,242,Moro,24203,GD Sadhuja,242071,GD
4529,11011,Sindh,2,N-Feroze,242,Moro,24203,GD Rasool Abad,242070,GD
4530,11010,Sindh,2,N-Feroze,242,Moro,24203,GD Rahib Khan Keerio,242069,GD
4531,11009,Sindh,2,N-Feroze,242,Moro,24203,GD Lahino Faqeer,242068,GD
4532,11008,Sindh,2,N-Feroze,242,Moro,24203,GD Lat Nangar Chandio,242067,GD
4533,11007,Sindh,2,N-Feroze,242,N-Feroze,24204,GD Kohi Jalal,242066,GD
4534,11006,Sindh,2,N-Feroze,242,Moro,24203,GD Jumo Noorio,242065,GD
4535,11005,Sindh,2,N-Feroze,242,N-Feroze,24204,GD Jahan Khan Jatoi,242064,GD
4536,11004,Sindh,2,N-Feroze,242,Mehrabpur,24205,GD Hot Khan Jalbani,242063,GD
4537,11003,Sindh,2,N-Feroze,242,Moro,24203,GD Bangal Khan Zardari,242062,GD
4538,11002,Sindh,2,N-Feroze,242,N-Feroze,24204,GD Atal Bohio,242061,GD
4539,11001,Sindh,2,N-Feroze,242,Kandiaro,24202,GD DCD - Deehat,242060,GD
4540,11000,Sindh,2,N-Feroze,242,Kandiaro,24202,GD Sub health center Bakhri,242059,GD
4541,10999,Sindh,2,N-Feroze,242,Mehrabpur,24205,GD Bahro Mullan,242058,GD
4542,10998,Sindh,2,N-Feroze,242,N-Feroze,24204,GD Noor pur,242057,GD
4543,10997,Sindh,2,N-Feroze,242,Mehrabpur,24205,GD Motan Haji,242056,GD
4544,10996,Sindh,2,N-Feroze,242,N-Feroze,24204,GD Molvi Abdul Rehman,242055,GD
4545,10995,Sindh,2,N-Feroze,242,Moro,24203,GD Lundo,242054,GD
4546,10994,Sindh,2,N-Feroze,242,Bhiria,24201,GD Ibraheem Channa,242053,GD
4547,10993,Sindh,2,N-Feroze,242,Moro,24203,GD Hajjan Shah,242052,GD
4548,10992,Sindh,2,N-Feroze,242,N-Feroze,24204,GD Gul Khan Maree,242051,GD
4549,10991,Sindh,2,N-Feroze,242,Moro,24203,GD Gachero,242050,GD
4550,10990,Sindh,2,N-Feroze,242,N-Feroze,24204,GD Dhingano Khan Chandio,242049,GD
4551,10989,Sindh,2,N-Feroze,242,N-Feroze,24204,GD Allah Bux Maree,242048,GD
4552,10988,Sindh,2,N-Feroze,242,Moro,24203,GD Ahmedani Laghari,242047,GD
4553,10987,Sindh,2,N-Feroze,242,N-Feroze,24204,GD Abraan,242046,GD
4554,10986,Sindh,2,N-Feroze,242,Kandiaro,24202,GD Faiz Mohammad Rajpar,242045,GD
4555,10985,Sindh,2,N-Feroze,242,Kandiaro,24202,BHU Fazul Mohammad Sahito,242044,BHU
4556,10984,Sindh,2,N-Feroze,242,Kandiaro,24202,BHU Tunia Baqa Shah,242043,BHU
4557,10983,Sindh,2,N-Feroze,242,Kandiaro,24202,BHU Soomar Chanar,242042,BHU
4558,10982,Sindh,2,N-Feroze,242,Mehrabpur,24205,BHU Saeedpur,242041,BHU
4559,10981,Sindh,2,N-Feroze,242,Moro,24203,BHU Raheem Chand,242040,BHU
4560,10980,Sindh,2,N-Feroze,242,Moro,24203,BHU Qamar u din Chandio,242039,BHU
4561,10979,Sindh,2,N-Feroze,242,Moro,24203,BHU Puran,242038,BHU
4562,10978,Sindh,2,N-Feroze,242,N-Feroze,24204,BHU Pinjal Faqeer,242037,BHU
4563,10977,Sindh,2,N-Feroze,242,N-Feroze,24204,BHU Phull,242036,BHU
4564,10976,Sindh,2,N-Feroze,242,Bhiria,24201,BHU Palhano,242035,BHU
4565,10975,Sindh,2,N-Feroze,242,Moro,24203,BHU Nanda Dongar,242034,BHU
4566,10974,Sindh,2,N-Feroze,242,Moro,24203,BHU Murad Pahor,242033,BHU
4567,10973,Sindh,2,N-Feroze,242,Moro,24203,BHU Mulo Ismaeel,242032,BHU
4568,10972,Sindh,2,N-Feroze,242,Mehrabpur,24205,BHU Mulo Dino Rajpar,242031,BHU
4569,10971,Sindh,2,N-Feroze,242,Kandiaro,24202,BHU Muhabat Dero Jatoi,242030,BHU
4570,10970,Sindh,2,N-Feroze,242,N-Feroze,24204,BHU Meeran pur,242029,BHU
4571,10969,Sindh,2,N-Feroze,242,N-Feroze,24204,BHU Masarji Wah,242028,BHU
4572,10968,Sindh,2,N-Feroze,242,Kandiaro,24202,BHU Manjuth,242027,BHU
4573,10967,Sindh,2,N-Feroze,242,Kandiaro,24202,BHU Mahmood Chandio,242026,BHU
4574,10966,Sindh,2,N-Feroze,242,Kandiaro,24202,BHU Larak,242025,BHU
4575,10965,Sindh,2,N-Feroze,242,Kandiaro,24202,BHU Kandhar,242024,BHU
4576,10964,Sindh,2,N-Feroze,242,Mehrabpur,24205,BHU Lakha Road,242023,BHU
4577,10963,Sindh,2,N-Feroze,242,Bhiria,24201,BHU Kunda Kahi,242022,BHU
4578,10962,Sindh,2,N-Feroze,242,Mehrabpur,24205,BHU Kotri Kabir,242021,BHU
4579,10961,Sindh,2,N-Feroze,242,Kandiaro,24202,BHU Kot Ghulam Shah,242020,BHU
4580,10960,Sindh,2,N-Feroze,242,Kandiaro,24202,BHU Khanwahan,242019,BHU
4581,10959,Sindh,2,N-Feroze,242,N-Feroze,24204,BHU Kamil Rajpar,242018,BHU
4582,10958,Sindh,2,N-Feroze,242,Moro,24203,BHU Gul Mohammad Jatoi,242017,BHU
4583,10957,Sindh,2,N-Feroze,242,Bhiria,24201,BHU Ghairgaju,242016,BHU
4584,10956,Sindh,2,N-Feroze,242,Mehrabpur,24205,BHU Jaindo Rajpar,242015,BHU
4585,10955,Sindh,2,N-Feroze,242,Moro,24203,BHU Fatu Bilal,242014,BHU
4586,10954,Sindh,2,N-Feroze,242,Moro,24203,BHU Diloo Shah,242013,BHU
4587,10953,Sindh,2,N-Feroze,242,Moro,24203,BHU Deparja,242012,BHU
4588,10952,Sindh,2,N-Feroze,242,N-Feroze,24204,BHU Dageja,242011,BHU
4589,10951,Sindh,2,N-Feroze,242,Bhiria,24201,BHU Daali,242010,BHU
4590,10950,Sindh,2,N-Feroze,242,Bhiria,24201,BHU Chanhi Suleman,242009,BHU
4591,10949,Sindh,2,N-Feroze,242,Kandiaro,24202,BHU Bhorti,242008,BHU
4592,10948,Sindh,2,N-Feroze,242,Kandiaro,24202,BHU Bhaunr,242007,BHU
4593,10947,Sindh,2,N-Feroze,242,Bhiria,24201,BHU Bhiria Road,242006,BHU
4594,10946,Sindh,2,N-Feroze,242,Mehrabpur,24205,BHU Behlani,242005,BHU
4595,10945,Sindh,2,N-Feroze,242,Kandiaro,24202,BHU Bazidpur,242004,BHU
4596,10944,Sindh,2,N-Feroze,242,N-Feroze,24204,BHU Baig Mohammad Panhwar,242003,BHU
4597,10943,Sindh,2,N-Feroze,242,Mehrabpur,24205,BHU Ali Sher Chang,242002,BHU
4598,10942,Sindh,2,N-Feroze,242,Mehrabpur,24205,BHU Ali Mohammad Phariro,242001,BHU
4599,10941,Sindh,2,Ghotki,245,Mirpur Mathelo,24504,BHU Noorabad,245020,BHU
4600,10940,Sindh,2,Ghotki,245,Ubauro,24505,BHU Jam Khan Samejo,245112,BHU
4601,10939,Sindh,2,Ghotki,245,Ubauro,24505,BHU Haji Abdul Sattar,245137,BHU
4602,10938,Sindh,2,Ghotki,245,Ubauro,24505,BHU Soi Sharif,245115,BHU
4603,10937,Sindh,2,Ghotki,245,Mirpur Mathelo,24504,BHU Landhyoon Mahar,245183,BHU
4604,10936,Sindh,2,Ghotki,245,Ghotki,24502,BHU Umer Daho,245011,BHU
4605,10935,Sindh,2,Ghotki,245,Ghotki,24502,BHU Sangri,245010,BHU
4606,10934,Sindh,2,Ghotki,245,Ubauro,24505,THQ Ubauro,245143,THQ
4607,10933,Sindh,2,Ghotki,245,Mirpur Mathelo,24504,BHU Sono Pitafi,245016,BHU
4608,10932,Sindh,2,Ghotki,245,Ghotki,24502,GD Khadwari,245121,GD
4609,10931,Sindh,2,Ghotki,245,Ghotki,24502,BHU Taj Muhammad Ruk,245040,BHU
4610,10930,Sindh,2,Ghotki,245,Ubauro,24505,GD Chak Shahbaz,245126,GD
4611,10929,Sindh,2,Ghotki,245,Ubauro,24505,GD Pir jo Goth,245127,GD
4612,10928,Sindh,2,Ghotki,245,Ubauro,24505,GD Jumo Khoso,245138,GD
4613,10927,Sindh,2,Ghotki,245,Ubauro,24505,BHU Rawanti,245142,BHU
4614,10926,Sindh,2,Ghotki,245,Ubauro,24505,BHU Syed pur,245116,BHU
4615,10925,Sindh,2,Ghotki,245,Ubauro,24505,GD Muhammad pur,245129,GD
4616,10924,Sindh,2,Ghotki,245,Daharki,24501,BHU Bago Bhutto,245041,BHU
4617,10923,Sindh,2,Ghotki,245,Ghotki,24502,BHU Qadir pur,245008,BHU
4618,10922,Sindh,2,Ghotki,245,Khan Garh,24503,GD Qazi Badal,245401,GD
4619,10921,Sindh,2,Ghotki,245,Khan Garh,24503,BHU Ali Mahar,245003,BHU
4620,10920,Sindh,2,Ghotki,245,Khan Garh,24503,BHU Saleh Mahar,245009,BHU
4621,10919,Sindh,2,Ghotki,245,Khan Garh,24503,BHU Cooperative Society,245005,BHU
4622,10918,Sindh,2,Ghotki,245,Mirpur Mathelo,24504,DHQ Mirpur Mathelo,245086,DHQ
4623,10917,Sindh,2,Ghotki,245,Khan Garh,24503,BHU Lohi,245015,BHU
4624,10916,Sindh,2,Ghotki,245,Ubauro,24505,BHU Hasoo Daho,245144,BHU
4625,10915,Sindh,2,Ghotki,245,Ghotki,24502,GD Sajawl Khan Dhondho,245120,GD
4626,10914,Sindh,2,Ghotki,245,Khan Garh,24503,THQ Khan Pur Mahar,245046,THQ
4627,10913,Sindh,2,Ghotki,245,Khan Garh,24503,GD Khan Garh,245060,GD
4628,10912,Sindh,2,Ghotki,245,Ubauro,24505,BHU Khambra,245113,BHU
4629,10911,Sindh,2,Ghotki,245,Daharki,24501,BHU Ahmed Ali Pitafi,245017,BHU
4630,10910,Sindh,2,Ghotki,245,Ubauro,24505,BHU Kamu Shaheed,245018,BHU
4631,10909,Sindh,2,Ghotki,245,Mirpur Mathelo,24504,RHC Jarwar,245096,RHC
4632,10908,Sindh,2,Ghotki,245,Mirpur Mathelo,24504,GD Hayat Pitafi,245123,GD
4633,10907,Sindh,2,Ghotki,245,Ubauro,24505,RHC Reti,245001,RHC
4634,10906,Sindh,2,Ghotki,245,Ghotki,24502,BHU Hussain Beli,245660,BHU
4635,10905,Sindh,2,Ghotki,245,Ghotki,24502,THQ Ghotki,245085,THQ
4636,10904,Sindh,2,Ghotki,245,Mirpur Mathelo,24504,BHU Darvesh Naich,245012,BHU
4637,10903,Sindh,2,Ghotki,245,Mirpur Mathelo,24504,BHU Garhi Chakar,245102,BHU
4638,10902,Sindh,2,Ghotki,245,Mirpur Mathelo,24504,GD Abul Ji Dari,245122,GD
4639,10901,Sindh,2,Ghotki,245,Mirpur Mathelo,24504,BHU Ghulam Hussain Laghari,245108,BHU
4640,10900,Sindh,2,Ghotki,245,Daharki,24501,THQ Daharki,245100,THQ
4641,10899,Sindh,2,Ghotki,245,Daharki,24501,BHU Ghulam Hyder Laghari,245014,BHU
4642,10898,Sindh,2,Ghotki,245,Daharki,24501,BHU Dad Laghari,245013,BHU
4643,10897,Sindh,2,Ghotki,245,Ubauro,24505,BHU Punhoo Mazari,245114,BHU
4644,10896,Sindh,2,Ghotki,245,Ghotki,24502,GD Chaglani,245117,GD
4645,10895,Sindh,2,Ghotki,245,Ghotki,24502,BHU Ayoob Lakhan,245004,BHU
4646,10894,Sindh,2,Ghotki,245,Daharki,24501,BHU Muhammad Khan Shar,245044,BHU
4647,10893,Sindh,2,Ghotki,245,Ghotki,24502,BHU Bago Daho,245019,BHU
4648,10892,Sindh,2,Ghotki,245,Ghotki,24502,BHU Jhanpur,245007,BHU
4649,10891,Sindh,2,Ghotki,245,Ghotki,24502,RHC Adil pur,245095,RHC
4650,10890,Sindh,2,Jacobabad,231,Thull,23103,THQ Thull,231044,THQ
4651,10889,Sindh,2,Jacobabad,231,Thull,23103,BHU Udi,231043,BHU
4652,10888,Sindh,2,Jacobabad,231,Thull,23103,BHU Azizabad,231042,BHU
4653,10887,Sindh,2,Jacobabad,231,Thull,23103,BHU Baho Khoso,231041,BHU
4654,10886,Sindh,2,Jacobabad,231,Jacobabad,23102,GD Ahmed Mian Soomar,231040,GD
4655,10885,Sindh,2,Jacobabad,231,Thull,23103,BHU Abdul Razak Suhandro,231039,BHU
4656,10884,Sindh,2,Jacobabad,231,Jacobabad,23102,MCH Shaheed Benazir Bhutto,231038,MCH
4657,10883,Sindh,2,Jacobabad,231,Thull,23103,BHU Jumo Dakhan,231037,BHU
4658,10882,Sindh,2,Jacobabad,231,Thull,23103,GD Shabirabad,231036,GD
4659,10881,Sindh,2,Jacobabad,231,Jacobabad,23102,BHU Noor Mohammad Pathan,231035,BHU
