Health Level,Admin 1,Admin 2,Level,Facility,UID,Facility Type
Health Facility,Balochistan,Dera Bugti,4,Bhu Masso,671,x
Health Facility,Balochistan,Dera Bugti,4,Bhu Mushkaf,672,x
Health Facility,Balochistan,Dera Bugti,4,Bhu Shehbaz Khan,673,x
Health Facility,Balochistan,Dera Bugti,4,Bhu Sunni,674,x
Health Facility,Balochistan,Dera Bugti,4,Cd Ghazi,675,x
Health Facility,Balochistan,Dera Bugti,4,Ch Bagh,676,x
Health Facility,Balochistan,Dera Bugti,4,Ch Mach,678,x
Health Facility,Balochistan,Dera Bugti,4,Dhq Dahar,680,x
Health Facility,Balochistan,Dera Bugti,4,Rhc Chalgari,681,x
Health Facility,Balochistan,Dera Bugti,4,Rhc Haji Shahi,682,x
Health Facility,Balochistan,Dera Bugti,4,Rhc Kattan,684,x
Health Facility,Balochistan,Dera Bugti,4,Rhc Mitheri,685,x
District,Balochistan,Dera Bugti,3,Bolan District Store,687,x
Health Facility,Balochistan,Dera Bugti,4,Bhu Padga,705,x
Health Facility,Balochistan,Dera Bugti,4,Bhu Taftan,706,x
Health Facility,Balochistan,Dera Bugti,4,Dhq Hosp Dalbadin,707,x
Health Facility,Balochistan,Dera Bugti,4,Rhc Chagai Village,708,x
Health Facility,Balochistan,Dera Bugti,4,Rhc Nokundi,710,x
District,Balochistan,Dera Bugti,3,Chaghai District Store,711,x
Health Facility,Balochistan,Dera Bugti,4,Bhu Malom,722,x
Health Facility,Balochistan,Dera Bugti,4,Bhu Patra,723,x
Health Facility,Balochistan,Dera Bugti,4,Bhu Petok,724,x
Health Facility,Balochistan,Dera Bugti,4,Bhu Uc Dera Bugti,725,x
Health Facility,Balochistan,Dera Bugti,4,Cd Disp Sham Kulchas,726,x
Health Facility,Balochistan,Dera Bugti,4,Dhq Hosp Dbugti,727,x
Health Facility,Balochistan,Dera Bugti,4,Mch Center Sui,729,x
Health Facility,Balochistan,Dera Bugti,4,Rhc Bakar,730,x
District,Balochistan,Dera Bugti,3,Dbugti District Store,732,x
Health Facility,Balochistan,Gwadar,4,Bhu Jatti Dour,742,x
Health Facility,Balochistan,Gwadar,4,Bhu Kalato,743,x
Health Facility,Balochistan,Gwadar,4,Bhu Nihint,744,x
Health Facility,Balochistan,Gwadar,4,Bhu Piskan,745,x
Health Facility,Balochistan,Gwadar,4,Bhu Shadobend,746,x
Health Facility,Balochistan,Gwadar,4,Bhu Surbandar,747,x
Health Facility,Balochistan,Gwadar,4,Cd Faqeerabad,748,x
Health Facility,Balochistan,Gwadar,4,Dhq Hosp Epi Center Gwdur,750,x
Health Facility,Balochistan,Gwadar,4,Rhc Geoni,751,x
Health Facility,Balochistan,Gwadar,4,Rhc Ormara,752,x
Health Facility,Balochistan,Gwadar,4,Rhc Pasni,754,x
District,Balochistan,Gwadar,3,Gwadur District Store,755,x
Health Facility,Balochistan,Harnai,4,Bhu Ghormi,760,x
Health Facility,Balochistan,Harnai,4,Bhu Kidrani,761,x
Health Facility,Balochistan,Harnai,4,Bhu Zardalo,762,x
Health Facility,Balochistan,Harnai,4,Cd Naks,763,x
Health Facility,Balochistan,Harnai,4,Female Hosp,764,x
Health Facility,Balochistan,Harnai,4,Prcs Hosp,765,x
Health Facility,Balochistan,Harnai,4,Rhc Shahrag,766,x
District,Balochistan,Harnai,3,Harnai District Store,767,x
Health Facility,Balochistan,Jaffarabad,4,Bhu Adam Pur,770,x
Health Facility,Balochistan,Jaffarabad,4,Bhu Ahmedabad,771,x
Health Facility,Balochistan,Jaffarabad,4,Bhu Aliabad Jamali,773,x
Health Facility,Balochistan,Jaffarabad,4,Bhu Allah Yar,774,x
Health Facility,Balochistan,Jaffarabad,4,Bhu Azizullah Satakzai,775,x
Health Facility,Balochistan,Jaffarabad,4,Bhu Bagh Head,776,x
Health Facility,Balochistan,Jaffarabad,4,Bhu Baghtel,777,x
Health Facility,Balochistan,Jaffarabad,4,Bhu Cattel Farm,778,x
Health Facility,Balochistan,Jaffarabad,4,Bhu Dirghi,780,x
Health Facility,Balochistan,Jaffarabad,4,Bhu Gandakha,781,x
Health Facility,Balochistan,Jaffarabad,4,Bhu Ghreebabad,782,x
Health Facility,Balochistan,Jaffarabad,4,Bhu Imail Chalgary,783,x
Health Facility,Balochistan,Jaffarabad,4,Bhu Jhandatalab,784,x
Health Facility,Balochistan,Jaffarabad,4,Bhu Jia Khan,785,x
Health Facility,Balochistan,Jaffarabad,4,Bhu Manjhi Pur,786,x
Health Facility,Balochistan,Jaffarabad,4,Bhu Mehrab Nedwani,787,x
Health Facility,Balochistan,Jaffarabad,4,Bhu Murad Ali,788,x
Health Facility,Balochistan,Jaffarabad,4,Bhu Noor Pur,789,x
Health Facility,Balochistan,Jaffarabad,4,Bhu Panhwer,790,x
Health Facility,Balochistan,Jaffarabad,4,Bhu Roshan Din,791,x
Health Facility,Balochistan,Jaffarabad,4,Bhu Sibi Jadeed,792,x
Health Facility,Balochistan,Jaffarabad,4,Bhu Sohbat Pur,793,x
Health Facility,Balochistan,Jaffarabad,4,Bhu Taj Pur,794,x
Health Facility,Balochistan,Jaffarabad,4,Cd Abdul Rashid,795,x
Health Facility,Balochistan,Jaffarabad,4,Cd Abdul Sattar,796,x
Health Facility,Balochistan,Jaffarabad,4,Cd Arz Muhammad Bugti,797,x
Health Facility,Balochistan,Jaffarabad,4,Cd Balo Pur,798,x
Health Facility,Balochistan,Jaffarabad,4,Cd Faizabad,799,x
Health Facility,Balochistan,Jaffarabad,4,Cd Hafeezabad,800,x
Health Facility,Balochistan,Jaffarabad,4,Cd Hair Din,801,x
Health Facility,Balochistan,Jaffarabad,4,Cd Ibrahim Jamali,802,x
Health Facility,Balochistan,Jaffarabad,4,Cd Kandri,803,x
Health Facility,Balochistan,Jaffarabad,4,Cd Noshki Jadeed,804,x
Health Facility,Balochistan,Jaffarabad,4,Cd Parya Khan,805,x
Health Facility,Balochistan,Jaffarabad,4,Cd Rustam Jamali,806,x
Health Facility,Balochistan,Jaffarabad,4,Civil Hosp Usta Muhammad,807,x
Health Facility,Balochistan,Jaffarabad,4,Dho Office Epi Center,810,x
Health Facility,Balochistan,Jaffarabad,4,Dhq,811,x
Health Facility,Balochistan,Jaffarabad,4,Dhq Female Hosp,812,x
Health Facility,Balochistan,Jaffarabad,4,Labour Hosp,813,x
Health Facility,Balochistan,Jaffarabad,4,Rhc Rojhan Jamali,814,x
District,Balochistan,Jaffarabad,3,Jafarabad District Store,815,x
Health Facility,Balochistan,Jhal Magsi,4,Bhu Barija,820,x
Health Facility,Balochistan,Jhal Magsi,4,Bhu Gandawah,821,x
Health Facility,Balochistan,Jhal Magsi,4,Bhu Hatyari,822,x
Health Facility,Balochistan,Jhal Magsi,4,Cd Korara,824,x
Health Facility,Balochistan,Jhal Magsi,4,Cd Kotra,825,x
Health Facility,Balochistan,Jhal Magsi,4,Cd Mirpur,826,x
Health Facility,Balochistan,Jhal Magsi,4,Dhq Gandawah,827,x
Health Facility,Balochistan,Jhal Magsi,4,Rhe Jhal Magsi,829,x
District,Balochistan,Jhal Magsi,3,Jhalmagsi District Store,831,x
Health Facility,Balochistan,Killa Abdullah,4,Bhu Aalkazai,844,x
Health Facility,Balochistan,Killa Abdullah,4,Bhu Aamokthan,845,x
Health Facility,Balochistan,Killa Abdullah,4,Bhu Bagh Barshore,846,x
Health Facility,Balochistan,Killa Abdullah,4,Bhu Batazai,847,x
Health Facility,Balochistan,Killa Abdullah,4,Bhu Buttazai,848,x
Health Facility,Balochistan,Killa Abdullah,4,Bhu Darozai,849,x
Health Facility,Balochistan,Killa Abdullah,4,Bhu Dub Khanozai,850,x
Health Facility,Balochistan,Killa Abdullah,4,Bhu Hajeezai,851,x
Health Facility,Balochistan,Killa Abdullah,4,Bhu Haji Bakht,852,x
Health Facility,Balochistan,Killa Abdullah,4,Bhu Hajizai,853,x
Health Facility,Balochistan,Killa Abdullah,4,Bhu Hekalzai,854,x
Health Facility,Balochistan,Killa Abdullah,4,Bhu Hurramzia,855,x
Health Facility,Balochistan,Killa Abdullah,4,Bhu Jangal Piralizai,856,x
Health Facility,Balochistan,Killa Abdullah,4,Bhu Malazai,857,x
Health Facility,Balochistan,Killa Abdullah,4,Bhu Malikyar,858,x
Health Facility,Balochistan,Killa Abdullah,4,Bhu Manzaki,860,x
Health Facility,Balochistan,Killa Abdullah,4,Bhu Mehmood Abad I,862,x
Health Facility,Balochistan,Killa Abdullah,4,Bhu Mehmood Abad Ll,863,x
Health Facility,Balochistan,Killa Abdullah,4,Bhu Mehmoodabad Ii,864,x
Health Facility,Balochistan,Killa Abdullah,4,Bhu Milat Abad,865,x
Health Facility,Balochistan,Killa Abdullah,4,Bhu Mir Ali Zai,866,x
Health Facility,Balochistan,Killa Abdullah,4,Bhu Miralzai,867,x
Health Facility,Balochistan,Killa Abdullah,4,Bhu Mujhtian,868,x
Health Facility,Balochistan,Killa Abdullah,4,Bhu Pir Ali Zai,869,x
Health Facility,Balochistan,Killa Abdullah,4,Bhu Pir Alizai,870,x
Health Facility,Balochistan,Killa Abdullah,4,Bhu Saghai,871,x
Health Facility,Balochistan,Killa Abdullah,4,Bhu Sar Khanzai,872,x
Health Facility,Balochistan,Killa Abdullah,4,Bhu Saranan,874,x
Health Facility,Balochistan,Killa Abdullah,4,Bhu Shakarzai,875,x
Health Facility,Balochistan,Killa Abdullah,4,Bhu Shakazai,876,x
Health Facility,Balochistan,Killa Abdullah,4,Bhu Thora Gharah,877,x
Health Facility,Balochistan,Killa Abdullah,4,Bhu Tora Ghara,878,x
Health Facility,Balochistan,Killa Abdullah,4,Bhumehmood Abad L,879,x
Health Facility,Balochistan,Killa Abdullah,4,Cd Armbi Masezai,880,x
Health Facility,Balochistan,Killa Abdullah,4,Dab Khanzai,881,x
Health Facility,Balochistan,Killa Abdullah,4,Dho Office,882,x
Health Facility,Balochistan,Killa Abdullah,4,Dhq Hosp Chaman,883,x
Health Facility,Balochistan,Killa Abdullah,4,Dhq Pishin,884,x
Health Facility,Balochistan,Killa Abdullah,4,Rhc Alizai,886,x
Health Facility,Balochistan,Killa Abdullah,4,Rhc Barshore,888,x
Health Facility,Balochistan,Killa Abdullah,4,Rhc Bostan,890,x
Health Facility,Balochistan,Killa Abdullah,4,Rhc Gangzai,892,x
Health Facility,Balochistan,Killa Abdullah,4,Rhc Habib Zai,893,x
Health Facility,Balochistan,Killa Abdullah,4,Rhc Huramzai,894,x
Health Facility,Balochistan,Killa Abdullah,4,Rhc K/Abdullah,895,x
Health Facility,Balochistan,Killa Abdullah,4,Rhc Karbala,896,x
Health Facility,Balochistan,Killa Abdullah,4,Rhc Karballah,897,x
Health Facility,Balochistan,Killa Abdullah,4,Rhc Killa Abdullah,898,x
Health Facility,Balochistan,Killa Abdullah,4,Rhc Mazai Adda,899,x
Health Facility,Balochistan,Killa Abdullah,4,Rhc Rod Mullazai,910,x
Health Facility,Balochistan,Killa Abdullah,4,Rhc Saranan,911,x
Health Facility,Balochistan,Killa Abdullah,4,Rhc Umerabad,912,x
Health Facility,Balochistan,Killa Abdullah,4,Rhcmazai Adda,914,x
Health Facility,Balochistan,Killa Abdullah,4,Thq Khanozai,915,x
District,Balochistan,Killa Abdullah,3,Kabdulah District Store,918,x
District,Balochistan,Pishin,3,Pishinn District Store,920,x
Health Facility,Balochistan,Kalat,4,Bhu Ahmed Abad,925,x
Health Facility,Balochistan,Kalat,4,Bhu Barinchiro,926,x
Health Facility,Balochistan,Kalat,4,Bhu Chaati Kalat,927,x
Health Facility,Balochistan,Kalat,4,Bhu Iskalkoo,928,x
Health Facility,Balochistan,Kalat,4,Bhu Johan,929,x
Health Facility,Balochistan,Kalat,4,Bhu Lakormi,930,x
Health Facility,Balochistan,Kalat,4,Bhu Mal Shahorahi,931,x
Health Facility,Balochistan,Kalat,4,Bhu Mohammad Ghoran,932,x
Health Facility,Balochistan,Kalat,4,Bhu Nichara,933,x
Health Facility,Balochistan,Kalat,4,Bhu Pardran,935,x
Health Facility,Balochistan,Kalat,4,Bhu Siakumb,936,x
Health Facility,Balochistan,Kalat,4,Cd Gazg,937,x
Health Facility,Balochistan,Kalat,4,Cd Jewa Killa Rehman,938,x
Health Facility,Balochistan,Kalat,4,Cd Kohing,939,x
Health Facility,Balochistan,Kalat,4,Cd Marap,940,x
Health Facility,Balochistan,Kalat,4,Cd Namarugh,941,x
Health Facility,Balochistan,Kalat,4,Cd Rodenjo,942,x
Health Facility,Balochistan,Kalat,4,Cd Toba,943,x
Health Facility,Balochistan,Kalat,4,Civil Hosp Surab,944,x
Health Facility,Balochistan,Kalat,4,Dhq Kalat,947,x
Health Facility,Balochistan,Kalat,4,Mch Center Chashma,948,x
Health Facility,Balochistan,Kalat,4,Mch Center Surab,949,x
Health Facility,Balochistan,Kalat,4,Mch Goam Kalat,951,x
Health Facility,Balochistan,Kalat,4,Rhc Hathyari,952,x
Health Facility,Balochistan,Kalat,4,Rhc Mandh Haji,954,x
Health Facility,Balochistan,Kalat,4,Rhc Zard Ghulam Jan,957,x
District,Balochistan,Kalat,3,Kalat District Store,958,x
Health Facility,Balochistan,Kech,4,Bhu Absor,967,x
Health Facility,Balochistan,Kech,4,Bhu Balicha,968,x
Health Facility,Balochistan,Kech,4,Bhu Bullo,969,x
Health Facility,Balochistan,Kech,4,Bhu Dandar,970,x
Health Facility,Balochistan,Kech,4,Bhu Darachko,971,x
Health Facility,Balochistan,Kech,4,Bhu Hoshab,972,x
Health Facility,Balochistan,Kech,4,Bhu Kaski,973,x
Health Facility,Balochistan,Kech,4,Bhu Kunchiti,974,x
Health Facility,Balochistan,Kech,4,Bhu Palabad,975,x
Health Facility,Balochistan,Kech,4,Bhu Sami,976,x
Health Facility,Balochistan,Kech,4,Bhu Sari Kallag,978,x
Health Facility,Balochistan,Kech,4,Bhu Sarikahn,979,x
Health Facility,Balochistan,Kech,4,Bhu Shahi Tuing,980,x
Health Facility,Balochistan,Kech,4,Cd Nazarabad,981,x
Health Facility,Balochistan,Kech,4,Cd Shahrak,982,x
Health Facility,Balochistan,Kech,4,Dhq Hosp Turbat,983,x
Health Facility,Balochistan,Kech,4,Old Civil Hosp Turbat,984,x
Health Facility,Balochistan,Kech,4,Rhc Balnigore,985,x
Health Facility,Balochistan,Kech,4,Rhc Bit Buleda,986,x
Health Facility,Balochistan,Kech,4,Rhc Didask,987,x
Health Facility,Balochistan,Kech,4,Rhc Gomazi,988,x
Health Facility,Balochistan,Kech,4,Rhc Kalatuk,989,x
Health Facility,Balochistan,Kech,4,Rhc Kuddan,990,x
Health Facility,Balochistan,Kech,4,Rhc Mand,991,x
Health Facility,Balochistan,Kech,4,Rhc Nasirabad,992,x
Health Facility,Balochistan,Kech,4,Rhc Tump,993,x
Health Facility,Balochistan,Kech,4,Rhc Zarinbug,994,x
District,Balochistan,Kech,3,Kech District Store,995,x
Health Facility,Balochistan,Kharan,4,Bhu Joda-E-Kalat,1018,x
Health Facility,Balochistan,Kharan,4,Bhu Noroz Kalat,1019,x
Health Facility,Balochistan,Kharan,4,Bhu Rrri Kalat,1020,x
Health Facility,Balochistan,Kharan,4,Bhu Saragi,1021,x
Health Facility,Balochistan,Kharan,4,Bhu Sarawan,1022,x
Health Facility,Balochistan,Kharan,4,Bhu Urao,1023,x
Health Facility,Balochistan,Kharan,4,Cd Bcddi,1024,x
Health Facility,Balochistan,Kharan,4,Dhq Kharan,1025,x
Health Facility,Balochistan,Kharan,4,Mch Center Kharan,1026,x
District,Balochistan,Kharan,3,Kharan District Store,1027,x
Health Facility,Balochistan,Khuzdar,4,Bhu Kahan,1037,x
Health Facility,Balochistan,Khuzdar,4,Bhu Baghbana,1038,x
Health Facility,Balochistan,Khuzdar,4,Bhu Bajori,1039,x
Health Facility,Balochistan,Khuzdar,4,Bhu Balbal,1040,x
Health Facility,Balochistan,Khuzdar,4,Bhu Chashma,1041,x
Health Facility,Balochistan,Khuzdar,4,Bhu Gani Gresha,1042,x
Health Facility,Balochistan,Khuzdar,4,Bhu Hatachi,1046,x
Health Facility,Balochistan,Khuzdar,4,Bhu Hozor Gangi,1047,x
Health Facility,Balochistan,Khuzdar,4,Bhu Manyalo,1048,x
Health Facility,Balochistan,Khuzdar,4,Bhu Norgama,1049,x
Health Facility,Balochistan,Khuzdar,4,Bhu Saraij Gresha,1051,x
Health Facility,Balochistan,Khuzdar,4,Bhu Sunchakoo,1052,x
Health Facility,Balochistan,Khuzdar,4,Bhu Tootak,1053,x
Health Facility,Balochistan,Khuzdar,4,Bhu Wahir,1054,x
Health Facility,Balochistan,Khuzdar,4,Bhu Zeedi,1056,x
Health Facility,Balochistan,Khuzdar,4,Dhq Faizabad,1057,x
Health Facility,Balochistan,Khuzdar,4,Rhc Abad,1058,x
Health Facility,Balochistan,Khuzdar,4,Rhc Kharzan,1059,x
Health Facility,Balochistan,Khuzdar,4,Rhc Nal,1060,x
Health Facility,Balochistan,Khuzdar,4,Rhc Norgama,1062,x
Health Facility,Balochistan,Khuzdar,4,Rhc Omach,1064,x
Health Facility,Balochistan,Khuzdar,4,Rhc Wadh,1065,x
District,Balochistan,Khuzdar,3,Khuzdar District Store,1067,x
Health Facility,Balochistan,Kohlu,4,Bhu Kohlu Saddar,1085,x
Health Facility,Balochistan,Kohlu,4,Bhu Lasezai,1086,x
Health Facility,Balochistan,Kohlu,4,Bhu Shalwar,1087,x
Health Facility,Balochistan,Kohlu,4,Bhu Uryani,1090,x
Health Facility,Balochistan,Kohlu,4,Cd Garibabad,1091,x
Health Facility,Balochistan,Kohlu,4,Dhq Hosp Kohlu,1094,x
Health Facility,Balochistan,Kohlu,4,Old Dhq Hosp Kohlu,1095,x
Health Facility,Balochistan,Kohlu,4,Rhc Kohlu,1098,x
District,Balochistan,Kohlu,3,Kohlu District Store,1099,x
Health Facility,Balochistan,Killa Saifullah,4,Bhu Gwal Ismailzai,1108,x
Health Facility,Balochistan,Killa Saifullah,4,Bhu Kalo Kila,1109,x
Health Facility,Balochistan,Killa Saifullah,4,Bhu Kanchoghai,1110,x
Health Facility,Balochistan,Killa Saifullah,4,Bhu Kili Amir Muhammad,1111,x
Health Facility,Balochistan,Killa Saifullah,4,Bhu Murgha Faqirzai,1112,x
Health Facility,Balochistan,Killa Saifullah,4,Bhu Nali Sar,1113,x
Health Facility,Balochistan,Killa Saifullah,4,Bhu Nissi,1114,x
Health Facility,Balochistan,Killa Saifullah,4,Bhu Sharan Jogezai,1115,x
Health Facility,Balochistan,Killa Saifullah,4,Bhu Wargazi,1116,x
Health Facility,Balochistan,Killa Saifullah,4,Cd Alozai,1117,x
Health Facility,Balochistan,Killa Saifullah,4,Dhq Ksaifullah,1118,x
Health Facility,Balochistan,Killa Saifullah,4,Rhc Kan Meterzai,1120,x
Health Facility,Balochistan,Killa Saifullah,4,Shazia Nazia Clinic,1121,x
Health Facility,Balochistan,Killa Saifullah,4,Thq Muslim Bagh,1122,x
District,Balochistan,Killa Saifullah,3,Ksaifulah District Store,1125,x
Health Facility,Balochistan,Lasbela,4,Bhu Umer Goth,1129,x
Health Facility,Balochistan,Lasbela,4,Bhu Baloch Goth,1130,x
Health Facility,Balochistan,Lasbela,4,Bhu Dam,1131,x
Health Facility,Balochistan,Lasbela,4,Bhu Gadore,1133,x
Health Facility,Balochistan,Lasbela,4,Bhu Goth Zaman,1134,x
Health Facility,Balochistan,Lasbela,4,Bhu Isramani,1135,x
Health Facility,Balochistan,Lasbela,4,Bhu Jan Yousif Asad,1137,x
Health Facility,Balochistan,Lasbela,4,Bhu Kannar,1138,x
Health Facility,Balochistan,Lasbela,4,Bhu Pinyan,1140,x
Health Facility,Balochistan,Lasbela,4,Bhu Sakan,1141,x
Health Facility,Balochistan,Lasbela,4,Buruda Camp,1142,x
Health Facility,Balochistan,Lasbela,4,Cd Mosari,1143,x
Health Facility,Balochistan,Lasbela,4,Civil Hosp Bela,1144,x
Health Facility,Balochistan,Lasbela,4,Civil Hosp Jam Csh Qadir,1147,x
Health Facility,Balochistan,Lasbela,4,Dhq Hosp,1148,x
Health Facility,Balochistan,Lasbela,4,He Wayaro,1149,x
Health Facility,Balochistan,Lasbela,4,Mch Canter Hub,1150,x
Health Facility,Balochistan,Lasbela,4,Mch Wander,1152,x
Health Facility,Balochistan,Lasbela,4,Rhc Dureji,1154,x
Health Facility,Balochistan,Lasbela,4,Rhc Lakara,1156,x
Health Facility,Balochistan,Lasbela,4,Social Secanity 50 Beded,1157,x
District,Balochistan,Lasbela,3,Lasbela District Store,1158,x
Health Facility,Balochistan,Loralai,4,Bhu Kach Amakzai,1187,x
Health Facility,Balochistan,Loralai,4,Bhu Oryagi,1188,x
Health Facility,Balochistan,Loralai,4,Bhu Safar Khan Barnima,1189,x
Health Facility,Balochistan,Loralai,4,Cd Bori Viala,1190,x
Health Facility,Balochistan,Loralai,4,Cd Mara Tangi,1191,x
Health Facility,Balochistan,Loralai,4,Epi Center Cd Makhter,1193,x
Health Facility,Balochistan,Loralai,4,Old Hosp Circle Iii,1194,x
Health Facility,Balochistan,Loralai,4,Rhc Ismail Sher,1195,x
Health Facility,Balochistan,Loralai,4,Thq Dukki,1196,x
District,Balochistan,Loralai,3,Loralai District Store,1197,x
Health Facility,Balochistan,Mastung,4,Bhu Angari Khud Khadkucha,1209,x
Health Facility,Balochistan,Mastung,4,Bhu Ashkhan Rodhini,1210,x
Health Facility,Balochistan,Mastung,4,Bhu Babari,1211,x
Health Facility,Balochistan,Mastung,4,Bhu Bashim,1212,x
Health Facility,Balochistan,Mastung,4,Bhu Faizabad,1213,x
Health Facility,Balochistan,Mastung,4,Bhu Ghulam Prinz,1214,x
Health Facility,Balochistan,Mastung,4,Bhu Karez Noth,1215,x
Health Facility,Balochistan,Mastung,4,Bhu Kumbella,1216,x
Health Facility,Balochistan,Mastung,4,Bhu Mastung,1217,x
Health Facility,Balochistan,Mastung,4,Bhu Muhammad Shahi,1218,x
Health Facility,Balochistan,Mastung,4,Bhu Pasnad Khan,1219,x
Health Facility,Balochistan,Mastung,4,Bhu Shernap,1220,x
Health Facility,Balochistan,Mastung,4,Bhu Sorgaz,1221,x
Health Facility,Balochistan,Mastung,4,Bhu Spazand,1222,x
Health Facility,Balochistan,Mastung,4,Cd Drin Karh,1223,x
Health Facility,Balochistan,Mastung,4,Cd Noroaz,1224,x
Health Facility,Balochistan,Mastung,4,Dhq Hosp Mastung,1225,x
Health Facility,Balochistan,Mastung,4,Nawab Ghous Bux Hosp,1227,x
Health Facility,Balochistan,Mastung,4,Rhc Kanak,1228,x
Health Facility,Balochistan,Mastung,4,Rhc Kardagap,1229,x
Health Facility,Balochistan,Mastung,4,Rhc Pring Abad,1230,x
District,Balochistan,Mastung,3,Mastung District Store,1231,x
Health Facility,Balochistan,Musakhel,4,Bhu Kingri,1241,x
Health Facility,Balochistan,Musakhel,4,Bhu Rarasham,1242,x
Health Facility,Balochistan,Musakhel,4,Rhc Drug,1243,x
Health Facility,Balochistan,Musakhel,4,Rhc Musakhel,1244,x
District,Balochistan,Musakhel,3,Musakhel District Store,1245,x
Health Facility,Balochistan,Nushki,4,Bhu Bato,1246,x
Health Facility,Balochistan,Nushki,4,Bhu Jamaldini,1247,x
Health Facility,Balochistan,Nushki,4,Bhu K Mengal 1,1248,x
Health Facility,Balochistan,Nushki,4,Bhu Mall,1249,x
Health Facility,Balochistan,Nushki,4,Bhu Mengal,1251,x
Health Facility,Balochistan,Nushki,4,Cd Essa Chah,1252,x
Health Facility,Balochistan,Nushki,4,Rhc Ahmed Wal,1255,x
Health Facility,Balochistan,Nushki,4,Rhc Kishiningi,1256,x
District,Balochistan,Nushki,3,Noshki District Store,1258,x
Health Facility,Balochistan,Nasirabad,4,Baby Clinic,1268,x
Health Facility,Balochistan,Nasirabad,4,Bhu Abdul Hamid Khosa,1269,x
Health Facility,Balochistan,Nasirabad,4,Bhu Ahmed Shaheed,1270,x
Health Facility,Balochistan,Nasirabad,4,Bhu Allahdad,1271,x
Health Facility,Balochistan,Nasirabad,4,Bhu Behram Buledi,1272,x
Health Facility,Balochistan,Nasirabad,4,Bhu Daulat Gharee,1273,x
Health Facility,Balochistan,Nasirabad,4,Bhu Dildar Umrani,1275,x
Health Facility,Balochistan,Nasirabad,4,Bhu Kot Mengal,1276,x
Health Facility,Balochistan,Nasirabad,4,Bhu Mir Hassan,1277,x
Health Facility,Balochistan,Nasirabad,4,Bhu Rd 50,1278,x
Health Facility,Balochistan,Nasirabad,4,Bhu Sabuz Ali Umrani,1280,x
Health Facility,Balochistan,Nasirabad,4,Bhu Sadiq Umrani,1281,x
Health Facility,Balochistan,Nasirabad,4,Bhu Tamboo,1282,x
Health Facility,Balochistan,Nasirabad,4,Cd Aliabad,1283,x
Health Facility,Balochistan,Nasirabad,4,Cd Allah Wraya,1284,x
Health Facility,Balochistan,Nasirabad,4,Cd Phulegi,1285,x
Health Facility,Balochistan,Nasirabad,4,Dargah Shahinshah,1286,x
Health Facility,Balochistan,Nasirabad,4,Dhq Dmj,1287,x
Health Facility,Balochistan,Nasirabad,4,Rhc Cahttar,1288,x
Health Facility,Balochistan,Nasirabad,4,Rhc Manjhoo Shori,1289,x
Health Facility,Balochistan,Nasirabad,4,Rhc Mir Wah,1290,x
District,Balochistan,Nasirabad,3,Nsirabad District Store,1291,x
Health Facility,Balochistan,Panjgur,4,Bhu Bonistan,1312,x
Health Facility,Balochistan,Panjgur,4,Bhu Essai Panjgour,1313,x
Health Facility,Balochistan,Panjgur,4,Bhu Gichk,1314,x
Health Facility,Balochistan,Panjgur,4,Bhu Gramkan,1315,x
Health Facility,Balochistan,Panjgur,4,Bhu Khudabadan,1316,x
Health Facility,Balochistan,Panjgur,4,Bhu Shahokan,1317,x
Health Facility,Balochistan,Panjgur,4,Bhu Tasp,1318,x
Health Facility,Balochistan,Panjgur,4,Bhu Washbood,1319,x
Health Facility,Balochistan,Panjgur,4,Cd Nookabad,1320,x
Health Facility,Balochistan,Panjgur,4,Cd Sardo,1321,x
Health Facility,Balochistan,Panjgur,4,Dhq Hosp Chitkan,1322,x
Health Facility,Balochistan,Panjgur,4,Rhc Paroom,1323,x
District,Balochistan,Panjgur,3,Panjgour District Store,1324,x
Health Facility,Balochistan,Quetta,4,Al Shamshad Hosp Lower Karez,1333,x
Health Facility,Balochistan,Quetta,4,Alamdar Road Quetta Baldia Disp,1334,x
Health Facility,Balochistan,Quetta,4,Baldia Disp Balochi Street,1335,x
Health Facility,Balochistan,Quetta,4,Benazir Hosp Gulistan Town Alamdar Road Quetta,1336,x
Health Facility,Balochistan,Quetta,4,Bhu Ahmad Khanzai,1337,x
Health Facility,Balochistan,Quetta,4,Bhu Gor Colony,1338,x
Health Facility,Balochistan,Quetta,4,Bhu Hanna,1339,x
