Health Level,Admin 1,Admin 2,Level,Facility,UID
Health Facility,Punjab,Gujranwala,4,BHU Khousar Briar,5977
Health Facility,Punjab,Gujranwala,4,BHU Kolowala,5978
Health Facility,Punjab,Gujranwala,4,BHU Kot Bhwandas,5979
Health Facility,Punjab,Gujranwala,4,BHU Kot Hara,5980
Health Facility,Punjab,Gujranwala,4,BHU Kot Ladha,5981
Health Facility,Punjab,Gujranwala,4,BHU Kotli Nawab,5983
Health Facility,Punjab,Gujranwala,4,BHU Ladhewala CHeema,5984
Health Facility,Punjab,Gujranwala,4,BHU Lalupur,5985
Health Facility,Punjab,Gujranwala,4,BHU Maan,5986
Health Facility,Punjab,Gujranwala,4,BHU Madhrian Wala,5987
Health Facility,Punjab,Gujranwala,4,BHU Mahdpure,5988
Health Facility,Punjab,Gujranwala,4,BHU ManCHar,5989
Health Facility,Punjab,Gujranwala,4,BHU Mandial Tega,5990
Health Facility,Punjab,Gujranwala,4,BHU Mandiala WarriaCH,5991
Health Facility,Punjab,Gujranwala,4,BHU Manoorabad,5992
Health Facility,Punjab,Gujranwala,4,BHU Mansoorwali,5993
Health Facility,Punjab,Gujranwala,4,BHU Mari Bhindran,5994
Health Facility,Punjab,Gujranwala,4,BHU Mari Thakran,5995
Health Facility,Punjab,Gujranwala,4,BHU Matta Vickam,5996
Health Facility,Punjab,Gujranwala,4,BHU Mokhel Sandhwan,5997
Health Facility,Punjab,Gujranwala,4,BHU Muraliwala,5998
Health Facility,Punjab,Gujranwala,4,BHU Nand Pur,5999
Health Facility,Punjab,Gujranwala,4,BHU Natt Kalan,6000
Health Facility,Punjab,Gujranwala,4,BHU Noinke,6001
Health Facility,Punjab,Gujranwala,4,BHU Noinwala,6002
Health Facility,Punjab,Gujranwala,4,BHU Nokhar,6003
Health Facility,Punjab,Gujranwala,4,BHU Papnakha,6004
Health Facility,Punjab,Gujranwala,4,BHU Pero Chak,6005
Health Facility,Punjab,Gujranwala,4,BHU Phama Saray,6006
Health Facility,Punjab,Gujranwala,4,BHU Philoki,6007
Health Facility,Punjab,Gujranwala,4,BHU Qila Mian Singh,6008
Health Facility,Punjab,Gujranwala,4,BHU Raja,6009
Health Facility,Punjab,Gujranwala,4,BHU Ramke Sandhwan,6010
Health Facility,Punjab,Gujranwala,4,BHU Rana Talwara,6011
Health Facility,Punjab,Gujranwala,4,BHU Ratali Virkan,6012
Health Facility,Punjab,Gujranwala,4,BHU Saharan CHattha,6013
Health Facility,Punjab,Gujranwala,4,BHU Salhoke CHatha,6014
Health Facility,Punjab,Gujranwala,4,BHU Shameer,6015
Health Facility,Punjab,Gujranwala,4,BHU Shamsha Dhada,6016
Health Facility,Punjab,Gujranwala,4,BHU Sukhana Bajwa,6017
Health Facility,Punjab,Gujranwala,4,BHU Syed Nagar,6018
Health Facility,Punjab,Gujranwala,4,BHU Talwandi Khajoorwali,6019
Health Facility,Punjab,Gujranwala,4,BHU Tarigri,6020
Health Facility,Punjab,Gujranwala,4,BHU Tatley Aali,6021
Health Facility,Punjab,Gujranwala,4,BHU Thatha Mankh,6022
Health Facility,Punjab,Gujranwala,4,BHU Udhowali,6023
Health Facility,Punjab,Gujranwala,4,BHU Urban Kamokee,6024
Health Facility,Punjab,Gujranwala,4,BHU Verpal,6025
Health Facility,Punjab,Gujranwala,4,BHU Wahlianwali,6026
Health Facility,Punjab,Gujranwala,4,City Dispencery Abadi Mohd Bux,6027
Health Facility,Punjab,Gujranwala,4,Corporation Office G R W,6028
Health Facility,Punjab,Gujranwala,4,Dhu Bhakrre Wali,6031
Health Facility,Punjab,Gujranwala,4,Disp Ahmad Pura,6032
Health Facility,Punjab,Gujranwala,4,EPI Centre 156 Urban,6033
Health Facility,Punjab,Gujranwala,4,EPI Centre Uc Office,6034
Health Facility,Punjab,Gujranwala,4,Generala Hosp,6035
Health Facility,Punjab,Gujranwala,4,GRD Ladhewala Gorraya,6041
Health Facility,Punjab,Gujranwala,4,GRD Mughal Chak Kalon,6042
Health Facility,Punjab,Gujranwala,4,GRD Noshara Samsi,6043
Health Facility,Punjab,Gujranwala,4,GRD Rajcot,6045
Health Facility,Punjab,Gujranwala,4,GRD Talwandi Musa Khan,6047
Health Facility,Punjab,Gujranwala,4,Guj Welfare Hosp,6048
Health Facility,Punjab,Gujranwala,4,Hawa Hosp,6049
Health Facility,Punjab,Gujranwala,4,Jinnah Hosp Niodal Town,6050
Health Facility,Punjab,Gujranwala,4,Lohianwala,6051
Health Facility,Punjab,Gujranwala,4,MC Disp,6052
Health Facility,Punjab,Gujranwala,4,MCH Centre Azamabad,6053
Health Facility,Punjab,Gujranwala,4,MCH Jandiala Baghwala,6054
Health Facility,Punjab,Gujranwala,4,Municiple Dispencery Garjakh,6055
Health Facility,Punjab,Gujranwala,4,N Virkan Vaccine Store,6056
Health Facility,Punjab,Gujranwala,4,N.Virkan Town Ub 1,6059
Health Facility,Punjab,Gujranwala,4,Rehman Pura,6060
Health Facility,Punjab,Gujranwala,4,RHC Ahmed Nadar,6061
Health Facility,Punjab,Gujranwala,4,RHC Ali Pur,6062
Health Facility,Punjab,Gujranwala,4,RHC Dhonkel,6064
Health Facility,Punjab,Gujranwala,4,RHC Emanadad,6065
Health Facility,Punjab,Gujranwala,4,RHC Ghakhar,6066
Health Facility,Punjab,Gujranwala,4,RHC Jamke CHatha,6068
Health Facility,Punjab,Gujranwala,4,RHC Qila Didar Singh,6069
Health Facility,Punjab,Gujranwala,4,RHC Qila Didar Singh Urban1,6070
Health Facility,Punjab,Gujranwala,4,RHC Rasool Nagar,6071
Health Facility,Punjab,Gujranwala,4,RHC Sohdra,6072
Health Facility,Punjab,Gujranwala,4,RHC Wahndo,6074
Health Facility,Punjab,Gujranwala,4,Saleem Colony,6075
Health Facility,Punjab,Gujranwala,4,Sardar Faimly Hosp,6077
Health Facility,Punjab,Gujranwala,4,Satlitetown Maternti Hosp,6078
Health Facility,Punjab,Gujranwala,4,Sultan Pura,6080
Health Facility,Punjab,Gujranwala,4,Tehsil Store Wazirabad,6081
Health Facility,Punjab,Gujranwala,4,Tehsil Vaccine Store Kamoke,6086
Health Facility,Punjab,Gujranwala,4,THQ Hosp Kamoke,6089
Health Facility,Punjab,Gujranwala,4,THQ Wazirrabad,6090
Health Facility,Punjab,Gujranwala,4,Uc Ghania,6091
Health Facility,Punjab,Gujranwala,4,Uc Office  Sharif Pura,6092
Health Facility,Punjab,Gujranwala,4,Urban Kamokee,6093
District,Punjab,Gujranwala,3,Gujranwala District Store,6094
Health Facility,Punjab,Gujrat,4,26441,6211
Health Facility,Punjab,Gujrat,4,Ajnala,6212
Health Facility,Punjab,Gujrat,4,Alam Garh,6213
Health Facility,Punjab,Gujrat,4,Amra Kalan,6214
Health Facility,Punjab,Gujrat,4,Audowal,6215
Health Facility,Punjab,Gujrat,4,Aziz Bhatti Shaheed Teacching Hosp,6216
Health Facility,Punjab,Gujrat,4,Baghowal Khurd,6220
Health Facility,Punjab,Gujrat,4,Bagrianwala,6221
Health Facility,Punjab,Gujrat,4,Barnali,6222
Health Facility,Punjab,Gujrat,4,Baroo,6223
Health Facility,Punjab,Gujrat,4,Behlpur,6224
Health Facility,Punjab,Gujrat,4,Behraj,6225
Health Facility,Punjab,Gujrat,4,Bhaddar,6226
Health Facility,Punjab,Gujrat,4,Bhagnagar,6227
Health Facility,Punjab,Gujrat,4,Bharoot,6228
Health Facility,Punjab,Gujrat,4,Bharwal,6229
Health Facility,Punjab,Gujrat,4,Bheelowal,6230
Health Facility,Punjab,Gujrat,4,Brila Sharif,6231
Health Facility,Punjab,Gujrat,4,Bulani,6233
Health Facility,Punjab,Gujrat,4,Cantt Disp,6234
Health Facility,Punjab,Gujrat,4,CHaCHian,6235
Health Facility,Punjab,Gujrat,4,Chak Kamala,6236
Health Facility,Punjab,Gujrat,4,CHannan,6237
Health Facility,Punjab,Gujrat,4,CHeryawala,6238
Health Facility,Punjab,Gujrat,4,CHokhar,6239
Health Facility,Punjab,Gujrat,4,CHokori Shair Ghazi,6240
Health Facility,Punjab,Gujrat,4,CHopala,6241
Health Facility,Punjab,Gujrat,4,Civil Hosp Jalalpur Jattan,6246
Health Facility,Punjab,Gujrat,4,Dandi,6249
Health Facility,Punjab,Gujrat,4,Dhakranwali,6250
Health Facility,Punjab,Gujrat,4,Dhoria,6251
Health Facility,Punjab,Gujrat,4,Dilawar Pur,6252
Health Facility,Punjab,Gujrat,4,Dinga,6253
Health Facility,Punjab,Gujrat,4,Disp,6255
Health Facility,Punjab,Gujrat,4,Doulat Nagar,6256
Health Facility,Punjab,Gujrat,4,Dulanwala,6257
Health Facility,Punjab,Gujrat,4,Farakh Pur,6259
Health Facility,Punjab,Gujrat,4,Fateh Pur,6260
Health Facility,Punjab,Gujrat,4,Gakhra,6261
Health Facility,Punjab,Gujrat,4,Ganja,6262
Health Facility,Punjab,Gujrat,4,Golayke,6264
Health Facility,Punjab,Gujrat,4,Golera,6265
Health Facility,Punjab,Gujrat,4,Gorala,6266
Health Facility,Punjab,Gujrat,4,GouCH,6267
Health Facility,Punjab,Gujrat,4,Govt Maternity Hosp,6268
Health Facility,Punjab,Gujrat,4,Gulyana,6269
Health Facility,Punjab,Gujrat,4,Haji Mohammad,6270
Health Facility,Punjab,Gujrat,4,Hajiwal,6271
Health Facility,Punjab,Gujrat,4,Hariawala,6272
Health Facility,Punjab,Gujrat,4,Hazara Mughlan,6273
Health Facility,Punjab,Gujrat,4,Health Care Center,6275
Health Facility,Punjab,Gujrat,4,Jamal Pur  Syedan,6277
Health Facility,Punjab,Gujrat,4,Jamu Bola,6278
Health Facility,Punjab,Gujrat,4,Jheuranwali,6279
Health Facility,Punjab,Gujrat,4,Joura,6280
Health Facility,Punjab,Gujrat,4,Joura Jalal Pur,6281
Health Facility,Punjab,Gujrat,4,Karariwala,6283
Health Facility,Punjab,Gujrat,4,Karianwala,6284
Health Facility,Punjab,Gujrat,4,Karim Plaza,6285
Health Facility,Punjab,Gujrat,4,Karnana,6286
Health Facility,Punjab,Gujrat,4,Keeranwala,6287
Health Facility,Punjab,Gujrat,4,Khair Ghansar,6288
Health Facility,Punjab,Gujrat,4,Khohar,6289
Health Facility,Punjab,Gujrat,4,Khoja,6290
Health Facility,Punjab,Gujrat,4,Kot Bala,6291
Health Facility,Punjab,Gujrat,4,Kot Ranjha,6292
Health Facility,Punjab,Gujrat,4,Kunjah,6293
Health Facility,Punjab,Gujrat,4,Lakhanwal,6294
Health Facility,Punjab,Gujrat,4,Lalamusa,6296
Health Facility,Punjab,Gujrat,4,M Din Pur,6297
Health Facility,Punjab,Gujrat,4,Mahmoodabad,6298
Health Facility,Punjab,Gujrat,4,Makiana,6299
Health Facility,Punjab,Gujrat,4,Malka,6300
Health Facility,Punjab,Gujrat,4,Mandhar,6301
Health Facility,Punjab,Gujrat,4,Mandi Bhalwal,6302
Health Facility,Punjab,Gujrat,4,Mandiala,6303
Health Facility,Punjab,Gujrat,4,Mangowal,6304
Health Facility,Punjab,Gujrat,4,Matrnitity Hosp,6306
Health Facility,Punjab,Gujrat,4,MCH Centre, Banth Gujrat
Health Facility,Punjab,Gujrat,4,MCH Dinga,6308
Health Facility,Punjab,Gujrat,4,Mirza Tahir,6310
Health Facility,Punjab,Gujrat,4,Mohri Shrief,6311
Health Facility,Punjab,Gujrat,4,Murala,6312
Health Facility,Punjab,Gujrat,4,Nagrianwala,6313
Health Facility,Punjab,Gujrat,4,Nindowal,6314
Health Facility,Punjab,Gujrat,4,Noor Jammal,6316
Health Facility,Punjab,Gujrat,4,Panjan Kisana,6317
Health Facility,Punjab,Gujrat,4,Paswal,6318
Health Facility,Punjab,Gujrat,4,Peroshah,6319
Health Facility,Punjab,Gujrat,4,Pindi Sultan Pur,6320
Health Facility,Punjab,Gujrat,4,Rang Pur,6321
Health Facility,Punjab,Gujrat,4,Sad Wal,6322
Health Facility,Punjab,Gujrat,4,Sada,6323
Health Facility,Punjab,Gujrat,4,Saidery,6324
Health Facility,Punjab,Gujrat,4,Saman Pindi,6325
Health Facility,Punjab,Gujrat,4,Santal,6326
Health Facility,Punjab,Gujrat,4,Sarai Alamgir,6327
Health Facility,Punjab,Gujrat,4,Sardhok,6328
Health Facility,Punjab,Gujrat,4,Saroke,6329
Health Facility,Punjab,Gujrat,4,Seekerwali,6330
Health Facility,Punjab,Gujrat,4,Sehna,6332
Health Facility,Punjab,Gujrat,4,Shadiwal,6333
Health Facility,Punjab,Gujrat,4,Sheikh CHugani,6334
Health Facility,Punjab,Gujrat,4,Surkhpur,6335
Health Facility,Punjab,Gujrat,4,Tanda,6337
Health Facility,Punjab,Gujrat,4,Thatha Musa,6339
Health Facility,Punjab,Gujrat,4,THQ Hosp Kharian,6340
Health Facility,Punjab,Gujrat,4,Thutha Rai Bahadur,6345
District,Punjab,Gujrat,3,Gujrat District Store,6346
Health Facility,Punjab,Hafizabad,4,BHU Bhobra,6444
Health Facility,Punjab,Hafizabad,4,BHU Burj Dara,6445
Health Facility,Punjab,Hafizabad,4,BHU Chak Bhatti,6446
Health Facility,Punjab,Hafizabad,4,BHU Chak CHata,6448
Health Facility,Punjab,Hafizabad,4,BHU CHuChak,6449
Health Facility,Punjab,Hafizabad,4,BHU D Lalke,6450
Health Facility,Punjab,Hafizabad,4,BHU Dahatta  Azmat,6451
Health Facility,Punjab,Hafizabad,4,BHU Ghabrika,6452
Health Facility,Punjab,Hafizabad,4,BHU Karyala,6453
Health Facility,Punjab,Hafizabad,4,BHU Kasesay,6454
Health Facility,Punjab,Hafizabad,4,BHU Khuram CHurera,6455
Health Facility,Punjab,Hafizabad,4,BHU Kot Nakka,6456
Health Facility,Punjab,Hafizabad,4,BHU Kot Nawan,6457
Health Facility,Punjab,Hafizabad,4,BHU Kot Serwer,6458
Health Facility,Punjab,Hafizabad,4,BHU Lewairy,6460
Health Facility,Punjab,Hafizabad,4,BHU Manghat NeeCHa,6461
Health Facility,Punjab,Hafizabad,4,BHU Mian Raheem,6462
Health Facility,Punjab,Hafizabad,4,BHU Mughki,6463
Health Facility,Punjab,Hafizabad,4,BHU Murdian,6464
Health Facility,Punjab,Hafizabad,4,BHU Mustfabad,6465
Health Facility,Punjab,Hafizabad,4,BHU Muzafer Nau,6466
Health Facility,Punjab,Hafizabad,4,BHU Nidala,6467
Health Facility,Punjab,Hafizabad,4,BHU Ramke CHatha,6468
Health Facility,Punjab,Hafizabad,4,BHU Rasool Pur Tarar,6469
Health Facility,Punjab,Hafizabad,4,BHU Sadwan Tarar,6470
Health Facility,Punjab,Hafizabad,4,BHU Seioke,6471
Health Facility,Punjab,Hafizabad,4,BHU Sroopwala,6472
Health Facility,Punjab,Hafizabad,4,BHU Thatha Khairan Matmal,6473
Health Facility,Punjab,Hafizabad,4,CD Kot Ishaq,6474
Health Facility,Punjab,Hafizabad,4,MCH Center Hfd,6477
Health Facility,Punjab,Hafizabad,4,MCH Center Pindi Bhatian,6478
Health Facility,Punjab,Hafizabad,4,MCH Kolo Tarar,6479
Health Facility,Punjab,Hafizabad,4,Ort Urban 4,6480
Health Facility,Punjab,Hafizabad,4,Ort Urban 6,6482
Health Facility,Punjab,Hafizabad,4,OrtUrban 3,6483
Health Facility,Punjab,Hafizabad,4,RHC  Kassoki,6484
Health Facility,Punjab,Hafizabad,4,RHC Jalal Pur Bhatian,6486
Health Facility,Punjab,Hafizabad,4,RHC Kaleke,6487
Health Facility,Punjab,Hafizabad,4,RHC Kolo Tarar,6488
Health Facility,Punjab,Hafizabad,4,RHC Sukhy Ki  Mandi,6489
Health Facility,Punjab,Hafizabad,4,RHC Vanike Tarar,6490
Health Facility,Punjab,Hafizabad,4,THQ Hosp Pindi Bhatian,6491
District,Punjab,Hafizabad,3,Hafizabad District Store,6495
Health Facility,Punjab,Jhang,4,170,6541
Health Facility,Punjab,Jhang,4,165 Jb,6542
Health Facility,Punjab,Jhang,4,181jb,6543
Health Facility,Punjab,Jhang,4,231 Jb,6544
Health Facility,Punjab,Jhang,4,254 Jb,6545
Health Facility,Punjab,Jhang,4,Abida Hosp,6546
Health Facility,Punjab,Jhang,4,Ahmad Pur Sial,6547
Health Facility,Punjab,Jhang,4,Alipur,6548
Health Facility,Punjab,Jhang,4,Ashaba,6549
Health Facility,Punjab,Jhang,4,Asllah Yar Joota,6550
Health Facility,Punjab,Jhang,4,Badh Rajbona,6551
Health Facility,Punjab,Jhang,4,Bagh,6553
Health Facility,Punjab,Jhang,4,Bhero,6555
Health Facility,Punjab,Jhang,4,CHah Jan Muhammad,6556
Health Facility,Punjab,Jhang,4,CHainwala,6557
Health Facility,Punjab,Jhang,4,Chak 482,6558
Health Facility,Punjab,Jhang,4,Chak No 220,6560
Health Facility,Punjab,Jhang,4,Chak No 446,6561
Health Facility,Punjab,Jhang,4,Chak No 497,6562
Health Facility,Punjab,Jhang,4,CHatta,6563
Health Facility,Punjab,Jhang,4,City Hosp Jhang,6564
Health Facility,Punjab,Jhang,4,Contonment Board,6565
Health Facility,Punjab,Jhang,4,Dabkalan,6566
Health Facility,Punjab,Jhang,4,DHQ Jhang,6599
Health Facility,Punjab,Jhang,4,Essay Wala,6602
Health Facility,Punjab,Jhang,4,Grarah,6603
Health Facility,Punjab,Jhang,4,Hassan Khan,6604
Health Facility,Punjab,Jhang,4,Hassu Balail,6606
Health Facility,Punjab,Jhang,4,Haveli Sheikh Raju,6607
Health Facility,Punjab,Jhang,4,Havely Bahadar Shah,6609
Health Facility,Punjab,Jhang,4,Havely Lal,6610
Health Facility,Punjab,Jhang,4,Hilal Ahmar,6611
Health Facility,Punjab,Jhang,4,Iqbal Nagar,6612
Health Facility,Punjab,Jhang,4,Jaboana,6613
Health Facility,Punjab,Jhang,4,Jaiwain,6615
Health Facility,Punjab,Jhang,4,Jajalpur,6617
Health Facility,Punjab,Jhang,4,Kakki Naw,6618
Health Facility,Punjab,Jhang,4,Kariwala,6619
Health Facility,Punjab,Jhang,4,Khaki Lakhi,6620
Health Facility,Punjab,Jhang,4,Khanuana,6621
Health Facility,Punjab,Jhang,4,Khumana Wala,6622
Health Facility,Punjab,Jhang,4,Kot Bahader,6623
Health Facility,Punjab,Jhang,4,Kot Lukhnana,6624
Health Facility,Punjab,Jhang,4,Kot Mirza,6626
Health Facility,Punjab,Jhang,4,Kot Shakn,6628
Health Facility,Punjab,Jhang,4,Kot Si Singh,6630
Health Facility,Punjab,Jhang,4,MaCHi Wal,6631
Health Facility,Punjab,Jhang,4,Mallnoana,6632
Health Facility,Punjab,Jhang,4,Mandi Shah Jawana,6633
Health Facility,Punjab,Jhang,4,Mari Shah,6634
Health Facility,Punjab,Jhang,4,MoCHi Wala,6636
Health Facility,Punjab,Jhang,4,Monday Syed,6638
Health Facility,Punjab,Jhang,4,Muhhana,6639
Health Facility,Punjab,Jhang,4,Nadha Ghar,6640
Health Facility,Punjab,Jhang,4,Nikokar,6642
Health Facility,Punjab,Jhang,4,Pakkay Wala,6643
Health Facility,Punjab,Jhang,4,Peer Kot,6644
Health Facility,Punjab,Jhang,4,Pir A Rehman,6646
Health Facility,Punjab,Jhang,4,Pir Bhader Shah,6647
Health Facility,Punjab,Jhang,4,Qaim Bhrdana,6648
Health Facility,Punjab,Jhang,4,Rashid Pur,6649
Health Facility,Punjab,Jhang,4,Ratta Matta,6651
Health Facility,Punjab,Jhang,4,Rodu Sultan,6652
Health Facility,Punjab,Jhang,4,Saltana,6654
Health Facility,Punjab,Jhang,4,Samando Wana,6655
Health Facility,Punjab,Jhang,4,Shah Jewna,6656
Health Facility,Punjab,Jhang,4,Shah Joor,6658
Health Facility,Punjab,Jhang,4,Sharifabad,6659
Health Facility,Punjab,Jhang,4,Shorkot Urban,6660
Health Facility,Punjab,Jhang,4,Sultan Bahoo,6677
Health Facility,Punjab,Jhang,4,Sultan Pur,6678
Health Facility,Punjab,Jhang,4,THQ Shorkot,6679
Health Facility,Punjab,Jhang,4,Uc 108,6680
Health Facility,Punjab,Jhang,4,UCH Gul Imam,6681
Health Facility,Punjab,Jhang,4,Viglana,6682
Health Facility,Punjab,Jhang,4,Wasso,6683
District,Punjab,Jhang,3,Jhang District Store,6685
Health Facility,Punjab,Jhelum,4,Adrana,6710
Health Facility,Punjab,Jhelum,4,Ahmed Abad,6712
Health Facility,Punjab,Jhelum,4,Banth,6714
Health Facility,Punjab,Jhelum,4,Baragowah,6716
Health Facility,Punjab,Jhelum,4,Bhattia,6717
Health Facility,Punjab,Jhelum,4,BHU Banshaheed,6718
Health Facility,Punjab,Jhelum,4,BHU Sagri,6720
Health Facility,Punjab,Jhelum,4,BHU Surghdan,6721
Health Facility,Punjab,Jhelum,4,Bishan Daur Dewan E Hazoori,6722
Health Facility,Punjab,Jhelum,4,Chak Daulat,6723
Health Facility,Punjab,Jhelum,4,Chak Jani,6724
Health Facility,Punjab,Jhelum,4,Chak Khasa,6725
Health Facility,Punjab,Jhelum,4,Chak Latifullah,6727
Health Facility,Punjab,Jhelum,4,Chak Shadi,6729
Health Facility,Punjab,Jhelum,4,CHotala,6730
Health Facility,Punjab,Jhelum,4,Civil Hosp Khewra,6731
Health Facility,Punjab,Jhelum,4,Darapur,6734
Health Facility,Punjab,Jhelum,4,Dharyala Jalip,6736
Health Facility,Punjab,Jhelum,4,Dhock Loona,6738
Health Facility,Punjab,Jhelum,4,DHQ Jehlum,6739
Health Facility,Punjab,Jhelum,4,Domeli,6742
Health Facility,Punjab,Jhelum,4,Gadari,6745
Health Facility,Punjab,Jhelum,4,Gol Pur,6746
Health Facility,Punjab,Jhelum,4,Gura Utam Singh,6747
Health Facility,Punjab,Jhelum,4,Haran Pur,6748
Health Facility,Punjab,Jhelum,4,Health Filter Clinic,6749
Health Facility,Punjab,Jhelum,4,Jalal Pur Sharif,6750
Health Facility,Punjab,Jhelum,4,JalloCHeck,6753
Health Facility,Punjab,Jhelum,4,Jandala,6754
Health Facility,Punjab,Jhelum,4,Jango Raryala,6755
Health Facility,Punjab,Jhelum,4,Kala Gujran,6756
Health Facility,Punjab,Jhelum,4,Kalwant Pur,6759
Health Facility,Punjab,Jhelum,4,Karounta,6760
Health Facility,Punjab,Jhelum,4,Kashmir Colony,6762
Health Facility,Punjab,Jhelum,4,Khalas Pur,6763
Health Facility,Punjab,Jhelum,4,Khurd,6765
Health Facility,Punjab,Jhelum,4,Kohali,6766
Health Facility,Punjab,Jhelum,4,Kotla Faqir,6767
Health Facility,Punjab,Jhelum,4,Kotla Syedan,6768
Health Facility,Punjab,Jhelum,4,Kundwal,6770
Health Facility,Punjab,Jhelum,4,Lehri,6771
Health Facility,Punjab,Jhelum,4,Lilla,6772
Health Facility,Punjab,Jhelum,4,MCH Shandar CHowk,6775
Health Facility,Punjab,Jhelum,4,MotaghRBi,6777
Health Facility,Punjab,Jhelum,4,Nagial,6778
Health Facility,Punjab,Jhelum,4,Nogran,6779
Health Facility,Punjab,Jhelum,4,Pail Mirza,6780
Health Facility,Punjab,Jhelum,4,Pak Uk Hosp,6781
Health Facility,Punjab,Jhelum,4,Pandori,6782
Health Facility,Punjab,Jhelum,4,Pd Khan,6783
Health Facility,Punjab,Jhelum,4,Phulrey Saeedan,6784
Health Facility,Punjab,Jhelum,4,Pind Dadan Khan,6785
Health Facility,Punjab,Jhelum,4,Pind Swika,6787
Health Facility,Punjab,Jhelum,4,Pindi Said Pur,6788
Health Facility,Punjab,Jhelum,4,Pininwali,6789
Health Facility,Punjab,Jhelum,4,Pither Nadi,6790
Health Facility,Punjab,Jhelum,4,PunCHor,6791
Health Facility,Punjab,Jhelum,4,Ramdial,6792
Health Facility,Punjab,Jhelum,4,RHC Dina,6793
Health Facility,Punjab,Jhelum,4,Sauwal,6796
Health Facility,Punjab,Jhelum,4,Snatha,6797
Health Facility,Punjab,Jhelum,4,Sodi Gujjar,6798
Health Facility,Punjab,Jhelum,4,Sohan,6799
Health Facility,Punjab,Jhelum,4,THQ Sohawa,6806
Health Facility,Punjab,Jhelum,4,Toba,6809
Health Facility,Punjab,Jhelum,4,Wagh,6811
District,Punjab,Jhelum,3,Jhelum District Store,6812
Health Facility,Punjab,Kasur,4,BHU Akber Abad,6838
Health Facility,Punjab,Kasur,4,BHU Alpa Kalan,6839
Health Facility,Punjab,Kasur,4,BHU Attari Virk,6840
Health Facility,Punjab,Kasur,4,BHU Awan Chak 39,6841
Health Facility,Punjab,Kasur,4,BHU Bahadar Pura,6842
Health Facility,Punjab,Kasur,4,BHU Bauliana,6843
Health Facility,Punjab,Kasur,4,BHU Bautt,6844
Health Facility,Punjab,Kasur,4,BHU Behar Wal,6845
Health Facility,Punjab,Kasur,4,BHU Beroon Raja Jang,6846
Health Facility,Punjab,Kasur,4,BHU Bhagiana Kalan,6847
Health Facility,Punjab,Kasur,4,BHU Bhaguar Maar,6848
Health Facility,Punjab,Kasur,4,BHU Bhaidian Chak 35,6849
Health Facility,Punjab,Kasur,4,BHU Bhambha Kalan,6850
Health Facility,Punjab,Kasur,4,BHU Bhoay Asal,6851
Health Facility,Punjab,Kasur,4,BHU Bhopay Wal Chak 23,6852
Health Facility,Punjab,Kasur,4,BHU Bongi Kalian,6853
Health Facility,Punjab,Kasur,4,BHU Burj,6854
Health Facility,Punjab,Kasur,4,BHU Chak 18,6855
Health Facility,Punjab,Kasur,4,BHU CHathian Wala,6856
Health Facility,Punjab,Kasur,4,BHU CHeena Arla,6857
Health Facility,Punjab,Kasur,4,BHU Daftoo,6858
Health Facility,Punjab,Kasur,4,BHU Daokey Chak 9,6859
Health Facility,Punjab,Kasur,4,BHU Deu Sial,6860
Health Facility,Punjab,Kasur,4,BHU Dholan Hithar,6861
Health Facility,Punjab,Kasur,4,BHU Dhuddian,6862
Health Facility,Punjab,Kasur,4,BHU Dhuttay,6863
Health Facility,Punjab,Kasur,4,BHU Doblian,6864
Health Facility,Punjab,Kasur,4,BHU Fateh Pur,6865
Health Facility,Punjab,Kasur,4,BHU Gagga Sarai,6866
Health Facility,Punjab,Kasur,4,BHU Gaudi Roop Singh,6867
Health Facility,Punjab,Kasur,4,BHU Gehlan Hithar,6868
Health Facility,Punjab,Kasur,4,BHU Ghuman Key,6869
Health Facility,Punjab,Kasur,4,BHU Green Kot,6870
Health Facility,Punjab,Kasur,4,BHU Handal,6871
Health Facility,Punjab,Kasur,4,BHU Harri Har,6872
Health Facility,Punjab,Kasur,4,BHU Hunjrai Kalan,6873
Health Facility,Punjab,Kasur,4,BHU Hussain,6874
Health Facility,Punjab,Kasur,4,BHU Jumber Khurd,6876
Health Facility,Punjab,Kasur,4,BHU KaCHa Paka,6877
Health Facility,Punjab,Kasur,4,BHU Kalas Gama,6878
Health Facility,Punjab,Kasur,4,BHU Kandorangar,6879
Health Facility,Punjab,Kasur,4,BHU Kawain Jhoke,6880
Health Facility,Punjab,Kasur,4,BHU Khai Hithar,6881
Health Facility,Punjab,Kasur,4,BHU Khan Key Morq,6882
Health Facility,Punjab,Kasur,4,BHU Kharpar,6883
Health Facility,Punjab,Kasur,4,BHU Kili Sokal,6884
Health Facility,Punjab,Kasur,4,BHU Kot Mehtab Khan,6885
Health Facility,Punjab,Kasur,4,BHU Kot Sandras,6886
Health Facility,Punjab,Kasur,4,BHU Kotli Raiy Abou Baka,6888
Health Facility,Punjab,Kasur,4,BHU Maddar Chak 26,6889
Health Facility,Punjab,Kasur,4,BHU Matta,6890
Health Facility,Punjab,Kasur,4,BHU Mojoki,6891
Health Facility,Punjab,Kasur,4,BHU Mokal,6892
Health Facility,Punjab,Kasur,4,BHU Mudkey Dhariwal,6893
Health Facility,Punjab,Kasur,4,BHU Mundey Ki,6894
Health Facility,Punjab,Kasur,4,BHU Nathey Khalsa,6895
Health Facility,Punjab,Kasur,4,BHU Nathoki,6896
