Health Level,Admin 1,Admin 2,Level,Facility,UID
Health Facility,Balochistan,Gwadar,4,BHU Piskan,745
Health Facility,Balochistan,Gwadar,4,BHU Shadobend,746
Health Facility,Balochistan,Gwadar,4,BHU SUrbandar,747
Health Facility,Balochistan,Gwadar,4,CD Faqeerabad,748
Health Facility,Balochistan,Gwadar,4,DHQ Hosp EPI Center Gwdur,750
Health Facility,Balochistan,Gwadar,4,RHC Geoni,751
Health Facility,Balochistan,Gwadar,4,RHC Ormara,752
Health Facility,Balochistan,Gwadar,4,RHC Pasni,754
District,Balochistan,Gwadar,3,Gwadur District Store,755
Health Facility,Balochistan,Harnai,4,BHU Ghormi,760
Health Facility,Balochistan,Harnai,4,BHU Kidrani,761
Health Facility,Balochistan,Harnai,4,BHU Zardalo,762
Health Facility,Balochistan,Harnai,4,CD Naks,763
Health Facility,Balochistan,Harnai,4,Female Hosp,764
Health Facility,Balochistan,Harnai,4,Prcs Hosp,765
Health Facility,Balochistan,Harnai,4,RHC Shahrag,766
District,Balochistan,Harnai,3,Harnai District Store,767
Health Facility,Balochistan,Jaffarabad,4,BHU Adam Pur,770
Health Facility,Balochistan,Jaffarabad,4,BHU Ahmedabad,771
Health Facility,Balochistan,Jaffarabad,4,BHU Aliabad Jamali,773
Health Facility,Balochistan,Jaffarabad,4,BHU Allah Yar,774
Health Facility,Balochistan,Jaffarabad,4,BHU Azizullah Satakzai,775
Health Facility,Balochistan,Jaffarabad,4,BHU Bagh Head,776
Health Facility,Balochistan,Jaffarabad,4,BHU Baghtel,777
Health Facility,Balochistan,Jaffarabad,4,BHU Cattel Farm,778
Health Facility,Balochistan,Jaffarabad,4,BHU Dirghi,780
Health Facility,Balochistan,Jaffarabad,4,BHU Gandakha,781
Health Facility,Balochistan,Jaffarabad,4,BHU Ghreebabad,782
Health Facility,Balochistan,Jaffarabad,4,BHU Imail CHalgary,783
Health Facility,Balochistan,Jaffarabad,4,BHU Jhandatalab,784
Health Facility,Balochistan,Jaffarabad,4,BHU Jia Khan,785
Health Facility,Balochistan,Jaffarabad,4,BHU Manjhi Pur,786
Health Facility,Balochistan,Jaffarabad,4,BHU Mehrab Nedwani,787
Health Facility,Balochistan,Jaffarabad,4,BHU Murad Ali,788
Health Facility,Balochistan,Jaffarabad,4,BHU Noor Pur,789
Health Facility,Balochistan,Jaffarabad,4,BHU Panhwer,790
Health Facility,Balochistan,Jaffarabad,4,BHU Roshan Din,791
Health Facility,Balochistan,Jaffarabad,4,BHU Sibi Jadeed,792
Health Facility,Balochistan,Jaffarabad,4,BHU Sohbat Pur,793
Health Facility,Balochistan,Jaffarabad,4,BHU Taj Pur,794
Health Facility,Balochistan,Jaffarabad,4,CD Abdul Rashid,795
Health Facility,Balochistan,Jaffarabad,4,CD Abdul Sattar,796
Health Facility,Balochistan,Jaffarabad,4,CD Arz Muhammad Bugti,797
Health Facility,Balochistan,Jaffarabad,4,CD Balo Pur,798
Health Facility,Balochistan,Jaffarabad,4,CD Faizabad,799
Health Facility,Balochistan,Jaffarabad,4,CD Hafeezabad,800
Health Facility,Balochistan,Jaffarabad,4,CD Hair Din,801
Health Facility,Balochistan,Jaffarabad,4,CD Ibrahim Jamali,802
Health Facility,Balochistan,Jaffarabad,4,CD Kandri,803
Health Facility,Balochistan,Jaffarabad,4,CD Noshki Jadeed,804
Health Facility,Balochistan,Jaffarabad,4,CD Parya Khan,805
Health Facility,Balochistan,Jaffarabad,4,CD Rustam Jamali,806
Health Facility,Balochistan,Jaffarabad,4,Civil Hosp Usta Muhammad,807
Health Facility,Balochistan,Jaffarabad,4,DHO Office EPI Center,810
Health Facility,Balochistan,Jaffarabad,4,DHQ,811
Health Facility,Balochistan,Jaffarabad,4,DHQ Female Hosp,812
Health Facility,Balochistan,Jaffarabad,4,Labour Hosp,813
Health Facility,Balochistan,Jaffarabad,4,RHC Rojhan Jamali,814
District,Balochistan,Jaffarabad,3,Jafarabad District Store,815
Health Facility,Balochistan,Jhal Magsi,4,BHU Barija,820
Health Facility,Balochistan,Jhal Magsi,4,BHU Gandawah,821
Health Facility,Balochistan,Jhal Magsi,4,BHU Hatyari,822
Health Facility,Balochistan,Jhal Magsi,4,CD Korara,824
Health Facility,Balochistan,Jhal Magsi,4,CD Kotra,825
Health Facility,Balochistan,Jhal Magsi,4,CD Mirpur,826
Health Facility,Balochistan,Jhal Magsi,4,DHQ Gandawah,827
Health Facility,Balochistan,Jhal Magsi,4,Rhe Jhal Magsi,829
District,Balochistan,Jhal Magsi,3,Jhalmagsi District Store,831
Health Facility,Balochistan,Killa Abdullah,4,BHU Aalkazai,844
Health Facility,Balochistan,Killa Abdullah,4,BHU Aamokthan,845
Health Facility,Balochistan,Killa Abdullah,4,BHU Bagh Barshore,846
Health Facility,Balochistan,Killa Abdullah,4,BHU Batazai,847
Health Facility,Balochistan,Killa Abdullah,4,BHU buttazai,848
Health Facility,Balochistan,Killa Abdullah,4,BHU Darozai,849
Health Facility,Balochistan,Killa Abdullah,4,BHU Dub Khanozai,850
Health Facility,Balochistan,Killa Abdullah,4,BHU Hajeezai,851
Health Facility,Balochistan,Killa Abdullah,4,BHU Haji Bakht,852
Health Facility,Balochistan,Killa Abdullah,4,BHU Hajizai,853
Health Facility,Balochistan,Killa Abdullah,4,BHU Hekalzai,854
Health Facility,Balochistan,Killa Abdullah,4,BHU Hurramzia,855
Health Facility,Balochistan,Killa Abdullah,4,BHU Jangal Piralizai,856
Health Facility,Balochistan,Killa Abdullah,4,BHU Malazai,857
Health Facility,Balochistan,Killa Abdullah,4,BHU Malikyar,858
Health Facility,Balochistan,Killa Abdullah,4,BHU Manzaki,860
Health Facility,Balochistan,Killa Abdullah,4,BHU Mehmood Abad I,862
Health Facility,Balochistan,Killa Abdullah,4,BHU Mehmood abad ll,863
Health Facility,Balochistan,Killa Abdullah,4,BHU Mehmoodabad Ii,864
Health Facility,Balochistan,Killa Abdullah,4,BHU Milat abad,865
Health Facility,Balochistan,Killa Abdullah,4,BHU Mir ali zai,866
Health Facility,Balochistan,Killa Abdullah,4,BHU Miralzai,867
Health Facility,Balochistan,Killa Abdullah,4,BHU Mujhtian,868
Health Facility,Balochistan,Killa Abdullah,4,BHU Pir ali zai,869
Health Facility,Balochistan,Killa Abdullah,4,BHU Pir Alizai,870
Health Facility,Balochistan,Killa Abdullah,4,BHU Saghai,871
Health Facility,Balochistan,Killa Abdullah,4,BHU Sar Khanzai,872
Health Facility,Balochistan,Killa Abdullah,4,BHU Saranan,874
Health Facility,Balochistan,Killa Abdullah,4,BHU Shakarzai,875
Health Facility,Balochistan,Killa Abdullah,4,BHU Shakazai,876
Health Facility,Balochistan,Killa Abdullah,4,BHU Thora Gharah,877
Health Facility,Balochistan,Killa Abdullah,4,BHU Tora Ghara,878
Health Facility,Balochistan,Killa Abdullah,4,BHUMehmood abad l,879
Health Facility,Balochistan,Killa Abdullah,4,CD Armbi Masezai,880
Health Facility,Balochistan,Killa Abdullah,4,Dab Khanzai,881
Health Facility,Balochistan,Killa Abdullah,4,DHO Office,882
Health Facility,Balochistan,Killa Abdullah,4,DHQ Hosp CHaman,883
Health Facility,Balochistan,Killa Abdullah,4,DHQ Pishin,884
Health Facility,Balochistan,Killa Abdullah,4,RHC Alizai,886
Health Facility,Balochistan,Killa Abdullah,4,RHC Barshore,888
Health Facility,Balochistan,Killa Abdullah,4,RHC Bostan,890
Health Facility,Balochistan,Killa Abdullah,4,RHC Gangzai,892
Health Facility,Balochistan,Killa Abdullah,4,RHC Habib Zai,893
Health Facility,Balochistan,Killa Abdullah,4,RHC Huramzai,894
Health Facility,Balochistan,Killa Abdullah,4,RHC K/Abdullah,895
Health Facility,Balochistan,Killa Abdullah,4,RHC KaRBala,896
Health Facility,Balochistan,Killa Abdullah,4,RHC Karballah,897
Health Facility,Balochistan,Killa Abdullah,4,RHC Killa Abdullah,898
Health Facility,Balochistan,Killa Abdullah,4,RHC Mazai Adda,899
Health Facility,Balochistan,Killa Abdullah,4,RHC Rod Mullazai,910
Health Facility,Balochistan,Killa Abdullah,4,RHC Saranan,911
Health Facility,Balochistan,Killa Abdullah,4,RHC Umerabad,912
Health Facility,Balochistan,Killa Abdullah,4,RHCMazai adda,914
Health Facility,Balochistan,Killa Abdullah,4,THQ Khanozai,915
District,Balochistan,Killa Abdullah,3,Kabdulah District Store,918
District,Balochistan,Pishin,3,Pishinn District Store,920
Health Facility,Balochistan,Kalat,4,BHU Ahmed Abad,925
Health Facility,Balochistan,Kalat,4,BHU BarinCHiro,926
Health Facility,Balochistan,Kalat,4,BHU CHaati Kalat,927
Health Facility,Balochistan,Kalat,4,BHU Iskalkoo,928
Health Facility,Balochistan,Kalat,4,BHU Johan,929
Health Facility,Balochistan,Kalat,4,BHU Lakormi,930
Health Facility,Balochistan,Kalat,4,BHU Mal Shahorahi,931
Health Facility,Balochistan,Kalat,4,BHU Mohammad Ghoran,932
Health Facility,Balochistan,Kalat,4,BHU Nichara,933
Health Facility,Balochistan,Kalat,4,BHU Pardran,935
Health Facility,Balochistan,Kalat,4,BHU Siakumb,936
Health Facility,Balochistan,Kalat,4,CD Gazg,937
Health Facility,Balochistan,Kalat,4,CD Jewa Killa Rehman,938
Health Facility,Balochistan,Kalat,4,CD Kohing,939
Health Facility,Balochistan,Kalat,4,CD Marap,940
Health Facility,Balochistan,Kalat,4,CD Namarugh,941
Health Facility,Balochistan,Kalat,4,CD Rodenjo,942
Health Facility,Balochistan,Kalat,4,CD Toba,943
Health Facility,Balochistan,Kalat,4,Civil Hosp Surab,944
Health Facility,Balochistan,Kalat,4,DHQ Kalat,947
Health Facility,Balochistan,Kalat,4,MCH Center CHashma,948
Health Facility,Balochistan,Kalat,4,MCH Center Surab,949
Health Facility,Balochistan,Kalat,4,MCH Goam Kalat,951
Health Facility,Balochistan,Kalat,4,RHC Hathyari,952
Health Facility,Balochistan,Kalat,4,RHC Mandh Haji,954
Health Facility,Balochistan,Kalat,4,RHC Zard Ghulam Jan,957
District,Balochistan,Kalat,3,Kalat District Store,958
Health Facility,Balochistan,Kech,4,BHU Absor,967
Health Facility,Balochistan,Kech,4,BHU BaliCHa,968
Health Facility,Balochistan,Kech,4,BHU Bullo,969
Health Facility,Balochistan,Kech,4,BHU Dandar,970
Health Facility,Balochistan,Kech,4,BHU DaraCHko,971
Health Facility,Balochistan,Kech,4,BHU Hoshab,972
Health Facility,Balochistan,Kech,4,BHU Kaski,973
Health Facility,Balochistan,Kech,4,BHU KunCHiti,974
Health Facility,Balochistan,Kech,4,BHU Palabad,975
Health Facility,Balochistan,Kech,4,BHU Sami,976
Health Facility,Balochistan,Kech,4,BHU Sari Kallag,978
Health Facility,Balochistan,Kech,4,BHU Sarikahn,979
Health Facility,Balochistan,Kech,4,BHU Shahi Tuing,980
Health Facility,Balochistan,Kech,4,CD Nazarabad,981
Health Facility,Balochistan,Kech,4,CD Shahrak,982
Health Facility,Balochistan,Kech,4,DHQ Hosp TuRBat,983
Health Facility,Balochistan,Kech,4,Old Civil Hosp TuRBat,984
Health Facility,Balochistan,Kech,4,RHC Balnigore,985
Health Facility,Balochistan,Kech,4,RHC Bit Buleda,986
Health Facility,Balochistan,Kech,4,RHC Didask,987
Health Facility,Balochistan,Kech,4,RHC Gomazi,988
Health Facility,Balochistan,Kech,4,RHC Kalatuk,989
Health Facility,Balochistan,Kech,4,RHC Kuddan,990
Health Facility,Balochistan,Kech,4,RHC Mand,991
Health Facility,Balochistan,Kech,4,RHC Nasirabad,992
Health Facility,Balochistan,Kech,4,RHC Tump,993
Health Facility,Balochistan,Kech,4,RHC Zarinbug,994
District,Balochistan,Kech,3,Kech District Store,995
Health Facility,Balochistan,Kharan,4,BHU Joda-E-Kalat,1018
Health Facility,Balochistan,Kharan,4,BHU Noroz Kalat,1019
Health Facility,Balochistan,Kharan,4,BHU Rrri Kalat,1020
Health Facility,Balochistan,Kharan,4,BHU Saragi,1021
Health Facility,Balochistan,Kharan,4,BHU Sarawan,1022
Health Facility,Balochistan,Kharan,4,BHU Urao,1023
Health Facility,Balochistan,Kharan,4,CD BCDdi,1024
Health Facility,Balochistan,Kharan,4,DHQ Kharan,1025
Health Facility,Balochistan,Kharan,4,MCH Center Kharan,1026
District,Balochistan,Kharan,3,Kharan District Store,1027
Health Facility,Balochistan,Khuzdar,4, BHU Kahan,1037
Health Facility,Balochistan,Khuzdar,4,BHU Baghbana,1038
Health Facility,Balochistan,Khuzdar,4,BHU Bajori,1039
Health Facility,Balochistan,Khuzdar,4,BHU Balbal,1040
Health Facility,Balochistan,Khuzdar,4,BHU CHashma,1041
Health Facility,Balochistan,Khuzdar,4,BHU Gani Gresha,1042
Health Facility,Balochistan,Khuzdar,4,BHU HataCHi,1046
Health Facility,Balochistan,Khuzdar,4,BHU Hozor Gangi,1047
Health Facility,Balochistan,Khuzdar,4,BHU Manyalo,1048
Health Facility,Balochistan,Khuzdar,4,BHU Norgama,1049
Health Facility,Balochistan,Khuzdar,4,BHU Saraij Gresha,1051
Health Facility,Balochistan,Khuzdar,4,BHU SunChakoo,1052
Health Facility,Balochistan,Khuzdar,4,BHU Tootak,1053
Health Facility,Balochistan,Khuzdar,4,BHU Wahir,1054
Health Facility,Balochistan,Khuzdar,4,BHU Zeedi,1056
Health Facility,Balochistan,Khuzdar,4,DHQ Faizabad,1057
Health Facility,Balochistan,Khuzdar,4,RHC Abad,1058
Health Facility,Balochistan,Khuzdar,4,RHC Kharzan,1059
Health Facility,Balochistan,Khuzdar,4,RHC Nal,1060
Health Facility,Balochistan,Khuzdar,4,RHC Norgama,1062
Health Facility,Balochistan,Khuzdar,4,RHC OmaCH,1064
Health Facility,Balochistan,Khuzdar,4,RHC Wadh,1065
District,Balochistan,Khuzdar,3,Khuzdar District Store,1067
Health Facility,Balochistan,Kohlu,4,BHU Kohlu Saddar,1085
Health Facility,Balochistan,Kohlu,4,BHU Lasezai,1086
Health Facility,Balochistan,Kohlu,4,BHU Shalwar,1087
Health Facility,Balochistan,Kohlu,4,BHU Uryani,1090
Health Facility,Balochistan,Kohlu,4,CD Garibabad,1091
Health Facility,Balochistan,Kohlu,4,DHQ Hosp Kohlu,1094
Health Facility,Balochistan,Kohlu,4,Old DHQ Hosp Kohlu,1095
Health Facility,Balochistan,Kohlu,4,RHC Kohlu,1098
District,Balochistan,Kohlu,3,Kohlu District Store,1099
Health Facility,Balochistan,Killa Saifullah,4,BHU Gwal Ismailzai,1108
Health Facility,Balochistan,Killa Saifullah,4,BHU Kalo Kila,1109
Health Facility,Balochistan,Killa Saifullah,4,BHU KanCHoghai,1110
Health Facility,Balochistan,Killa Saifullah,4,BHU Kili Amir Muhammad,1111
Health Facility,Balochistan,Killa Saifullah,4,BHU Murgha Faqirzai,1112
Health Facility,Balochistan,Killa Saifullah,4,BHU Nali Sar,1113
Health Facility,Balochistan,Killa Saifullah,4,BHU Nissi,1114
Health Facility,Balochistan,Killa Saifullah,4,BHU Sharan Jogezai,1115
Health Facility,Balochistan,Killa Saifullah,4,BHU Wargazi,1116
Health Facility,Balochistan,Killa Saifullah,4,CD Alozai,1117
Health Facility,Balochistan,Killa Saifullah,4,DHQ Ksaifullah,1118
Health Facility,Balochistan,Killa Saifullah,4,RHC Kan Meterzai,1120
Health Facility,Balochistan,Killa Saifullah,4,Shazia Nazia Clinic,1121
Health Facility,Balochistan,Killa Saifullah,4,THQ Muslim Bagh,1122
District,Balochistan,Killa Saifullah,3,Ksaifulah District Store,1125
Health Facility,Balochistan,Lasbela,4, BHU Umer Goth,1129
Health Facility,Balochistan,Lasbela,4,BHU BaloCH Goth,1130
Health Facility,Balochistan,Lasbela,4,BHU Dam,1131
Health Facility,Balochistan,Lasbela,4,BHU Gadore,1133
Health Facility,Balochistan,Lasbela,4,BHU Goth Zaman,1134
Health Facility,Balochistan,Lasbela,4,BHU Isramani,1135
Health Facility,Balochistan,Lasbela,4,BHU Jan Yousif Asad,1137
Health Facility,Balochistan,Lasbela,4,BHU Kannar,1138
Health Facility,Balochistan,Lasbela,4,BHU Pinyan,1140
Health Facility,Balochistan,Lasbela,4,BHU Sakan,1141
Health Facility,Balochistan,Lasbela,4,Buruda Camp,1142
Health Facility,Balochistan,Lasbela,4,CD Mosari,1143
Health Facility,Balochistan,Lasbela,4,Civil Hosp Bela,1144
Health Facility,Balochistan,Lasbela,4,Civil Hosp Jam Csh Qadir,1147
Health Facility,Balochistan,Lasbela,4,DHQ Hosp,1148
Health Facility,Balochistan,Lasbela,4,He Wayaro,1149
Health Facility,Balochistan,Lasbela,4,MCH Canter Hub,1150
Health Facility,Balochistan,Lasbela,4,MCH Wander,1152
Health Facility,Balochistan,Lasbela,4,RHC Dureji,1154
Health Facility,Balochistan,Lasbela,4,RHC Lakara,1156
Health Facility,Balochistan,Lasbela,4,Social Secanity 50 Beded,1157
District,Balochistan,Lasbela,3,Lasbela District Store,1158
Health Facility,Balochistan,Loralai,4,BHU KaCH Amakzai,1187
Health Facility,Balochistan,Loralai,4,BHU Oryagi,1188
Health Facility,Balochistan,Loralai,4,BHU Safar Khan Barnima,1189
Health Facility,Balochistan,Loralai,4,CD Bori Viala,1190
Health Facility,Balochistan,Loralai,4,CD Mara Tangi,1191
Health Facility,Balochistan,Loralai,4,EPI Center CD Makhter,1193
Health Facility,Balochistan,Loralai,4,Old Hosp Circle Iii,1194
Health Facility,Balochistan,Loralai,4,RHC Ismail Sher,1195
Health Facility,Balochistan,Loralai,4,THQ Dukki,1196
District,Balochistan,Loralai,3,Loralai District Store,1197
Health Facility,Balochistan,Mastung,4,BHU Angari Khud KhadkuCHa,1209
Health Facility,Balochistan,Mastung,4,BHU Ashkhan Rodhini,1210
Health Facility,Balochistan,Mastung,4,BHU Babari,1211
Health Facility,Balochistan,Mastung,4,BHU Bashim,1212
Health Facility,Balochistan,Mastung,4,BHU Faizabad,1213
Health Facility,Balochistan,Mastung,4,BHU Ghulam Prinz,1214
Health Facility,Balochistan,Mastung,4,BHU Karez Noth,1215
Health Facility,Balochistan,Mastung,4,BHU Kumbella,1216
Health Facility,Balochistan,Mastung,4,BHU Mastung,1217
Health Facility,Balochistan,Mastung,4,BHU Muhammad Shahi,1218
Health Facility,Balochistan,Mastung,4,BHU Pasnad Khan,1219
Health Facility,Balochistan,Mastung,4,BHU Shernap,1220
Health Facility,Balochistan,Mastung,4,BHU Sorgaz,1221
Health Facility,Balochistan,Mastung,4,BHU Spazand,1222
Health Facility,Balochistan,Mastung,4,CD Drin Karh,1223
Health Facility,Balochistan,Mastung,4,CD Noroaz,1224
Health Facility,Balochistan,Mastung,4,DHQ Hosp Mastung,1225
Health Facility,Balochistan,Mastung,4,Nawab Ghous Bux Hosp,1227
Health Facility,Balochistan,Mastung,4,RHC Kanak,1228
Health Facility,Balochistan,Mastung,4,RHC Kardagap,1229
Health Facility,Balochistan,Mastung,4,RHC Pring Abad,1230
District,Balochistan,Mastung,3,Mastung District Store,1231
Health Facility,Balochistan,Musakhel,4,BHU Kingri,1241
Health Facility,Balochistan,Musakhel,4,BHU Rarasham,1242
Health Facility,Balochistan,Musakhel,4,RHC Drug,1243
Health Facility,Balochistan,Musakhel,4,RHC Musakhel,1244
District,Balochistan,Musakhel,3,Musakhel District Store,1245
Health Facility,Balochistan,Nushki,4,BHU Bato,1246
Health Facility,Balochistan,Nushki,4,BHU Jamaldini,1247
Health Facility,Balochistan,Nushki,4,BHU K Mengal 1,1248
Health Facility,Balochistan,Nushki,4,BHU Mall,1249
Health Facility,Balochistan,Nushki,4,BHU Mengal,1251
Health Facility,Balochistan,Nushki,4,CD Essa CHah,1252
Health Facility,Balochistan,Nushki,4,RHC Ahmed Wal,1255
Health Facility,Balochistan,Nushki,4,RHC Kishiningi,1256
District,Balochistan,Nushki,3,Noshki District Store,1258
Health Facility,Balochistan,Nasirabad,4,Baby Clinic,1268
Health Facility,Balochistan,Nasirabad,4,BHU Abdul Hamid Khosa,1269
Health Facility,Balochistan,Nasirabad,4,BHU Ahmed Shaheed,1270
Health Facility,Balochistan,Nasirabad,4,BHU Allahdad,1271
Health Facility,Balochistan,Nasirabad,4,BHU Behram Buledi,1272
Health Facility,Balochistan,Nasirabad,4,BHU Daulat Gharee,1273
Health Facility,Balochistan,Nasirabad,4,BHU Dildar Umrani,1275
Health Facility,Balochistan,Nasirabad,4,BHU Kot Mengal,1276
Health Facility,Balochistan,Nasirabad,4,BHU Mir Hassan,1277
Health Facility,Balochistan,Nasirabad,4,BHU Rd 50,1278
Health Facility,Balochistan,Nasirabad,4,BHU Sabuz Ali Umrani,1280
Health Facility,Balochistan,Nasirabad,4,BHU Sadiq Umrani,1281
Health Facility,Balochistan,Nasirabad,4,BHU Tamboo,1282
Health Facility,Balochistan,Nasirabad,4,CD Aliabad,1283
Health Facility,Balochistan,Nasirabad,4,CD Allah Wraya,1284
Health Facility,Balochistan,Nasirabad,4,CD Phulegi,1285
Health Facility,Balochistan,Nasirabad,4,Dargah Shahinshah,1286
Health Facility,Balochistan,Nasirabad,4,DHQ Dmj,1287
Health Facility,Balochistan,Nasirabad,4,RHC Cahttar,1288
Health Facility,Balochistan,Nasirabad,4,RHC Manjhoo Shori,1289
Health Facility,Balochistan,Nasirabad,4,RHC Mir Wah,1290
District,Balochistan,Nasirabad,3,Nsirabad District Store,1291
Health Facility,Balochistan,Panjgur,4,BHU Bonistan,1312
Health Facility,Balochistan,Panjgur,4,BHU Essai Panjgour,1313
Health Facility,Balochistan,Panjgur,4,BHU GiCHk,1314
Health Facility,Balochistan,Panjgur,4,BHU Gramkan,1315
Health Facility,Balochistan,Panjgur,4,BHU Khudabadan,1316
Health Facility,Balochistan,Panjgur,4,BHU Shahokan,1317
Health Facility,Balochistan,Panjgur,4,BHU Tasp,1318
Health Facility,Balochistan,Panjgur,4,BHU Washbood,1319
Health Facility,Balochistan,Panjgur,4,CD Nookabad,1320
Health Facility,Balochistan,Panjgur,4,CD Sardo,1321
Health Facility,Balochistan,Panjgur,4,DHQ Hosp Chitkan,1322
Health Facility,Balochistan,Panjgur,4,RHC Paroom,1323
District,Balochistan,Panjgur,3,Panjgour District Store,1324
Health Facility,Balochistan,Quetta,4,Al Shamshad Hosp Lower Karez,1333
Health Facility,Balochistan,Quetta,4,Alamdar Road Quetta Baldia Disp,1334
Health Facility,Balochistan,Quetta,4,Baldia Disp BaloCHi Street,1335
Health Facility,Balochistan,Quetta,4,Benazir Hosp Gulistan Town Alamdar Road Quetta,1336
Health Facility,Balochistan,Quetta,4,BHU Ahmad Khanzai,1337
Health Facility,Balochistan,Quetta,4,BHU Gor Colony,1338
Health Facility,Balochistan,Quetta,4,BHU Hanna,1339
Health Facility,Balochistan,Quetta,4,BHU Hazarganji,1341
Health Facility,Balochistan,Quetta,4,BHU Junior Assitant Colony,1342
Health Facility,Balochistan,Quetta,4,BHU Kechi Baig,1343
Health Facility,Balochistan,Quetta,4,BHU Killi Jamali,1344
Health Facility,Balochistan,Quetta,4,BHU Killi Kabbir,1345
Health Facility,Balochistan,Quetta,4,BHU Killi Kabeer,1346
Health Facility,Balochistan,Quetta,4,BHU Killi Khalli,1347
Health Facility,Balochistan,Quetta,4,BHU Killi Rahim Gul Balili,1349
Health Facility,Balochistan,Quetta,4,BHU Killi Shiekhan,1350
Health Facility,Balochistan,Quetta,4,BHU New Marriabad Alamdar Road Quetta,1351
Health Facility,Balochistan,Quetta,4,BHU Nohsar,1352
Health Facility,Balochistan,Quetta,4,BHU Old Marriabad Alamdar Road Quetta,1353
Health Facility,Balochistan,Quetta,4,BHU Pashtoonbagh Abad,1354
Health Facility,Balochistan,Quetta,4,BHU Samungli Killi Sabeel,1355
Health Facility,Balochistan,Quetta,4,BHU Sara Ghrgai,1356
Health Facility,Balochistan,Quetta,4,BHU Saragurgai,1357
Health Facility,Balochistan,Quetta,4,BHU Shadinzai,1358
Health Facility,Balochistan,Quetta,4,BHU Umerabad,1359
Health Facility,Balochistan,Quetta,4,BHU Urrak,1360
Health Facility,Balochistan,Quetta,4,BHU Village Aid,1362
Health Facility,Balochistan,Quetta,4,BHU Wahdat Colony,1363
Health Facility,Balochistan,Quetta,4,BHU Zarkho,1364
Health Facility,Balochistan,Quetta,4,Bolan Medical Complex,1365
Health Facility,Balochistan,Quetta,4,Cantt Gebrm Hosp Cantonment Board,1366
Health Facility,Balochistan,Quetta,4,Children Hosp Query Road Quetta,1367
